MASHONALAND EAST PROVINCE :2018 HARMONISED PRESIDENTIAL ELECTION RESULTS: 30 JULY 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,CONSTITUENCY ,LOCAL AUTHORITY,WARD NO.,POLLING STATIONS,FACILITY,"Busha Joseph Makamba
FreeZim Congress","Chamisa Nelson
Movement for Democratic Change Alliance","Chikanga Everisto Washington
Rebuild Zimbabwe","Dzapasi Melbah
#1980 Freedom Movement Zimbabwe","Gava Mapfumo Peter
United Democratic Front","Hlabangana Kwanele
Republican Party of Zimbabwe","Kasiyamhuru Blessing
Zimbabwe Partnership for Prosperity","Khupe Thokozani
Movement for Democratic Change","Madhuku Lovemore
National Constitutional Assembly","Mangoma Elton Steers
Coalition of Democrats","Manyika Noah Ngoni
Build Zimbabwe Alliance","Mapfumo-Chiguvare Tonderai Johannes Timothy
People's Progressive Party Zimbabwe","Mariyacha Violet
United Democracy Movement","Mhambi-Hove Divine
national Alliance of Patriotic and Democratic Republicans","Mnangagwa Emmerson Dambudzo
Zimbabwe African National Union Patriotic Front","Moyo Nkosana Donald
Alliance for the People's Agenda","Mteki Bryn Taurai
Independent","Mugadza Willard Tawonezvi
Bethel Christian Party","Mujuru Joice Teurai Ropa
People's Rainbow Coalition","Munyanduri Tendai Peter
New Patriotic Front","Mutinhiri Ambrose
National Patriotic Front","Shumba Kuzozvirava Daniel
United Democratic Alliance","Wilson Harry Peter
Democratic Opposition Party",Total Votes Rejected ,Ballot Paper Unaccounted for,Total Votes Cast,Total Valid Votes Cast
Marondera,Marondera West,Marondera RDC,13,Mudzimurema Primary School,4300MAR1304,2,133,1,1,0,0,0,2,0,0,0,0,0,1,137,2,0,2,3,0,1,1,1,6,0,293,287
,,,,4  Polling Station,WARD TOTAL,4,499,2,1,0,0,0,7,0,0,0,0,1,4,630,6,0,4,4,0,2,1,2,20,0,"1,187","1,167"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marondera,Marondera West,Marondera RDC,14,Furamera Primary School,4300MAR1401,2,299,4,0,0,2,3,11,2,0,0,0,0,1,300,3,1,0,0,1,2,0,0,18,0,649,631
Marondera,Marondera West,Marondera RDC,14,Landas Business Centre Tent,4300MAR1402,1,167,0,0,0,1,1,8,1,0,0,0,0,0,146,1,0,0,0,0,1,0,1,10,0,338,328
Marondera,Marondera West,Marondera RDC,14,Mutero Primary School,4300MAR1403,0,196,2,1,1,1,1,2,0,1,1,0,0,0,183,1,1,1,0,0,1,0,0,7,0,400,393
Marondera,Marondera West,Marondera RDC,14,St Peters Gudza School,4300MAR1404,2,211,0,0,1,1,1,4,0,1,0,0,0,0,222,4,1,0,0,2,0,1,0,4,0,455,451
Marondera,Marondera West,Marondera RDC,14,St Phillips Mbonje Primary School,4300MAR1405,1,153,1,0,0,0,0,2,0,1,1,0,1,0,131,2,0,1,0,0,1,0,1,3,0,299,296
,,,,5  Polling Stations,WARD TOTAL,6,1026,7,1,2,5,6,27,3,3,2,0,1,1,982,11,3,2,0,3,5,1,2,42,0,"2,141","2,099"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marondera,Marondera West,Marondera RDC,15,Chitandara Primary School,4300MAR1501,1,155,1,1,0,1,2,3,0,0,0,0,0,1,171,1,1,0,0,0,0,1,0,3,0,342,339
Marondera,Marondera West,Marondera RDC,15,Chivake Primary School,4300MAR1502,3,269,4,0,0,3,4,12,0,0,0,0,1,0,441,3,0,2,1,1,1,2,1,7,0,755,748
Marondera,Marondera West,Marondera RDC,15,Materera Primary School,4300MAR1503,3,274,3,2,3,0,0,4,0,0,0,0,0,1,297,2,0,4,0,1,1,0,0,10,0,605,595
Marondera,Marondera West,Marondera RDC,15,St Lucia Gukuta Primary School,4300MAR1504,1,93,1,0,0,0,0,1,1,0,0,0,1,0,108,0,0,0,0,0,1,0,1,3,0,211,208
,,,,4  Polling Stations,WARD TOTAL,8,791,9,3,3,4,6,20,1,0,0,0,2,2,1017,6,1,6,1,2,3,3,2,23,0,"1,913","1,890"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marondera,Marondera West,Marondera RDC,16,Farirayi Business Centre Tent,4300MAR1601,0,145,0,0,0,2,0,1,0,0,0,1,0,0,207,2,0,1,0,0,0,0,1,4,0,364,360
Marondera,Marondera West,Marondera RDC,16,Mukumba Primary School,4300MAR1602,0,215,0,0,0,0,0,2,0,0,0,0,0,0,85,2,0,0,0,0,0,0,0,3,0,307,304
Marondera,Marondera West,Marondera RDC,16,Rupere Primary School,4300MAR1603,2,129,1,0,0,0,0,3,0,0,1,0,0,0,196,2,0,0,0,0,2,0,1,5,0,342,337
Marondera,Marondera West,Marondera RDC,16,Sadza Business Centre Tent,4300MAR1604,1,84,0,0,1,0,0,2,0,1,0,0,0,0,238,1,0,0,0,0,0,0,2,4,0,334,330
Marondera,Marondera West,Marondera RDC,16,St James Muzambi Primary School,4300MAR1605,0,62,0,0,0,0,0,5,0,2,0,0,0,0,135,2,0,0,1,0,2,0,1,4,0,214,210
,,,,5 Polling Stations,WARD TOTAL,3,635,1,0,1,2,0,13,0,3,1,1,0,0,861,9,0,1,1,0,4,0,5,20,0,"1,561","1,541"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marondera,Marondera West,Marondera RDC,17,Chitangazuva Primary School,4300MAR1701,2,150,0,0,0,1,1,4,0,0,0,0,0,2,174,5,0,0,0,1,0,0,0,8,0,348,340
Marondera,Marondera West,Marondera RDC,17,Chizengeni Primary School,4300MAR1702,1,272,0,0,0,1,2,6,1,0,0,0,0,1,201,2,0,2,4,0,1,1,1,9,0,505,496
Marondera,Marondera West,Marondera RDC,17,St Leonard Gunya Church Tent,4300MAR1703,1,75,0,0,0,0,0,1,1,0,0,0,0,0,112,0,0,1,0,0,0,1,2,2,0,196,194
,,,,3 Polling Stations,WARD TOTAL,4,497,0,0,0,2,3,11,2,0,0,0,0,3,487,7,0,3,4,1,1,2,3,19,0,"1,049","1,030"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marondera,Marondera West,Marondera RDC,18,Bakasa Primary School,4300MAR1801,0,76,0,0,0,1,0,3,0,0,0,0,1,0,94,0,0,0,1,0,0,1,0,2,0,179,177
Marondera,Marondera West,Marondera RDC,18,Border Church Tent,4300MAR1802,0,88,0,0,0,0,0,4,0,0,0,0,1,0,66,1,0,0,0,0,0,0,0,3,0,163,160
Marondera,Marondera West,Marondera RDC,18,Bumburwi Primary School,4300MAR1803,2,142,0,0,1,0,1,4,0,0,0,0,0,0,117,1,1,0,0,0,0,0,0,2,0,271,269
Marondera,Marondera West,Marondera RDC,18,Marondera Primary School,4300MAR1804,1,125,3,0,0,0,1,1,0,0,0,0,0,0,147,3,0,0,0,0,0,0,0,8,0,289,281
Marondera,Marondera West,Marondera RDC,18,St Mathew Ngundu Primary School,4300MAR1805,0,135,0,0,0,2,0,4,1,0,0,0,0,0,300,0,1,1,4,0,3,2,0,4,0,457,453
,,,,5 Polling Stations,WARD TOTAL,3,566,3,0,1,3,2,16,1,0,0,0,2,0,724,5,2,1,5,0,3,3,0,19,0,"1,359","1,340"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Marondera West Constituency Total,,,67,"7,034",49,9,15,31,39,168,9,9,6,3,13,19,"7,016",63,8,22,26,11,42,16,26,231,0,"14,932","14,701"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mudzi,Mudzi North  ,Mudzi RDC,1,Mutesva Pre Scool,4900MDZ0101,3,103,0,0,0,0,0,2,0,0,0,0,0,0,191,1,1,0,0,0,0,0,0,6,0,307,301
Mudzi,Mudzi North  ,Mudzi RDC,1,Ngarwe Primary School,4900MDZ0102,3,51,1,0,0,0,0,2,0,0,0,0,0,1,366,1,0,0,0,1,1,0,0,8,0,435,427
Mudzi,Mudzi North  ,Mudzi RDC,1,Nyahuku Primary School,4900MDZ0103,5,63,1,0,2,2,0,0,1,0,0,0,0,1,282,1,0,0,2,0,0,0,0,7,0,367,360
Mudzi,Mudzi North  ,Mudzi RDC,1,Nyakadecha Primary School,4900MDZ0104,0,9,0,0,0,1,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,1,0,42,41
Mudzi,Mudzi North  ,Mudzi RDC,1,Nyamapanda Clinic,4900MDZ0105 A,1,179,1,0,0,0,0,0,1,0,0,0,0,0,306,1,0,0,0,0,0,0,0,6,0,495,489
Mudzi,Mudzi North  ,Mudzi RDC,1,Nyamapanda Clinic,4900MDZ0105 B,0,215,2,0,0,0,2,1,0,0,0,0,1,0,254,0,0,0,0,0,0,0,1,7,0,483,476
Mudzi,Mudzi North  ,Mudzi RDC,1,Nyamapanda Primary School,4900MDZ0106 A,4,167,1,1,0,2,2,5,1,2,0,1,2,1,482,0,1,0,1,0,2,1,3,15,0,694,679
Mudzi,Mudzi North  ,Mudzi RDC,1,Nyamapanda Primary School,4900MDZ0106 B,4,165,1,1,0,2,2,5,0,1,0,0,0,1,491,1,1,0,1,0,0,1,0,12,0,689,677
,,,,8 Polling Stations,WARD TOTAL,20,952,7,2,2,7,6,15,3,3,0,1,3,4,2403,5,3,0,4,1,3,2,4,62,0,"3,512","3,450"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mudzi,Mudzi North  ,Mudzi RDC,2,Chingamuka Primary School,4900MDZ0201,1,89,1,0,2,0,0,3,0,1,1,1,1,0,429,1,2,0,0,0,1,0,0,10,0,543,533
Mudzi,Mudzi North  ,Mudzi RDC,2,Chori Pre-School,4900MDZ0202,2,29,2,0,0,0,0,1,1,1,0,0,0,0,342,0,0,1,0,2,0,1,2,15,0,399,384
Mudzi,Mudzi North  ,Mudzi RDC,2,Dendera Clinic,4900MDZ0203,1,100,0,0,1,4,0,2,0,0,0,0,0,0,301,0,0,0,2,0,0,0,1,7,0,419,412
Mudzi,Mudzi North  ,Mudzi RDC,2,Dendera Primary School,4900MDZ0204,1,76,1,0,0,2,0,1,1,1,0,0,0,0,176,2,0,1,0,1,0,1,0,10,0,274,264
Mudzi,Mudzi North  ,Mudzi RDC,2,Katena Pre-School,4900MDZ0205,0,38,0,0,0,0,0,0,0,0,0,0,0,1,240,1,0,0,0,0,0,0,2,2,0,284,282
Mudzi,Mudzi North  ,Mudzi RDC,2,Kondo Primary School,4900MDZ0206,5,94,2,0,3,3,0,5,1,0,0,0,2,1,429,2,1,0,0,1,6,1,1,6,0,563,557
Mudzi,Mudzi North  ,Mudzi RDC,2,Vhombozi Primary School,4900MDZ0208,1,33,1,0,0,2,1,1,0,1,0,1,1,2,418,0,0,0,0,0,0,0,0,8,0,470,462
Mudzi,Mudzi North  ,Mudzi RDC,2,Vhombozi Turn Off Tent,4900MDZ0209,0,23,0,0,0,0,0,0,0,0,0,0,0,3,235,0,0,0,0,0,1,0,0,2,0,264,262
,,,,8 Polling Stations,WARD TOTAL,11,482,7,0,6,11,1,13,3,4,1,2,4,7,2570,6,3,2,2,4,8,3,6,60,0,"3,216","3,156"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mudzi,Mudzi North  ,Mudzi RDC,3,Chimukoko Business Centre Chief's Hall,4900MDZ0301,1,23,0,0,0,0,0,0,0,0,0,1,0,0,421,0,0,0,0,0,0,0,0,2,0,448,446
Mudzi,Mudzi North  ,Mudzi RDC,3,Chimukoko Primary School,4900MDZ0302,2,40,1,0,0,2,0,1,0,0,0,1,1,0,646,2,0,1,1,0,0,0,0,3,0,701,698
Mudzi,Mudzi North  ,Mudzi RDC,3,Jumbe Primary School,4900MDZ0303,0,26,0,0,0,0,0,0,0,1,0,0,0,1,343,0,0,0,0,0,0,0,0,1,0,372,371
Mudzi,Mudzi North  ,Mudzi RDC,3,Kudzwe Primary School,4900MDZ0304,2,23,0,0,0,1,1,0,1,0,0,0,0,0,450,0,0,0,1,0,1,0,0,1,0,481,480
Mudzi,Mudzi North  ,Mudzi RDC,3,Nyamanyora Primary School,4900MDZ0305,1,47,1,0,0,0,1,3,0,1,0,0,0,0,739,0,0,1,2,1,0,0,1,4,0,802,798
Mudzi,Mudzi North  ,Mudzi RDC,3,Rukonde Primary School,4900MDZ0306,0,31,0,0,1,1,0,4,1,0,0,0,0,0,393,0,0,0,0,0,0,0,0,5,0,436,431
,,,,6 Polling Stations,WARD TOTAL,6,190,2,0,1,4,2,8,2,2,0,2,1,1,2992,2,0,2,4,1,1,0,1,16,0,"3,240","3,224"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mudzi,Mudzi North  ,Mudzi RDC,9,Kondo Secondary School,4900MDZ0901,1,69,1,1,0,2,0,0,0,3,0,0,0,1,375,1,1,1,1,0,0,1,0,6,0,464,458
Mudzi,Mudzi North  ,Mudzi RDC,9,Kondo Turn Off Tent,4900MDZ0902,0,10,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,2,0,0,0,1,0,195,194
Mudzi,Mudzi North  ,Mudzi RDC,9,Madzivanhanga Primary School,4900MDZ0903,1,77,0,1,1,1,0,3,0,0,0,0,0,1,487,2,0,1,0,1,0,1,1,4,0,582,578
Mudzi,Mudzi North  ,Mudzi RDC,9,Nyamhondoro Primary School,4900MDZ0904 A,3,34,1,0,1,0,0,2,1,0,0,0,0,0,512,2,0,0,1,0,0,0,0,6,0,563,557
Mudzi,Mudzi North  ,Mudzi RDC,9,Nyamhondoro Primary School,4900MDZ0904 B,3,43,1,0,0,0,1,2,0,0,0,0,0,0,510,0,0,0,0,2,0,0,1,3,0,566,563
,,,,5 Polling Stations,WARD TOTAL,8,233,3,2,2,3,1,7,1,3,0,0,0,2,2066,5,1,2,2,5,0,2,2,20,0,"2,370","2,350"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mudzi,Mudzi North  ,Mudzi RDC,10,Dendera High School,4900MDZ1001,3,84,0,0,0,0,1,3,1,0,0,0,0,1,149,3,1,1,1,0,1,0,2,12,0,263,251
Mudzi,Mudzi North  ,Mudzi RDC,10,Kotwa Government Hospital,4900MDZ1002 A,0,202,1,0,0,0,2,1,0,0,2,0,0,0,229,2,0,0,0,0,0,0,0,4,0,443,439
Mudzi,Mudzi North  ,Mudzi RDC,10,Kotwa Government Hospital,4900MDZ1002 B,0,213,0,0,1,0,0,0,1,1,0,0,0,0,194,0,0,0,0,0,0,0,0,5,0,415,410
Mudzi,Mudzi North  ,Mudzi RDC,10,Kotwa Government Primary School,4900MDZ1003 A,0,139,2,0,0,0,1,1,0,0,1,0,0,0,296,0,0,1,1,0,0,0,1,4,0,447,443
Mudzi,Mudzi North  ,Mudzi RDC,10,Kotwa Government Primary School,4900MDZ1003 B,1,145,0,0,1,1,0,1,0,0,0,1,0,2,297,1,0,2,0,1,1,0,0,3,0,457,454
Mudzi,Mudzi North  ,Mudzi RDC,10,Murenzvi Pre-School,4900MDZ1004,2,40,2,0,0,1,0,1,0,0,0,0,0,0,270,0,0,0,0,1,0,0,0,6,0,323,317
Mudzi,Mudzi North  ,Mudzi RDC,10,Musiyani Pre-School,4900MDZ1005,1,35,0,0,0,0,0,1,0,0,0,0,0,1,284,0,0,0,1,0,0,0,0,3,0,326,323
Mudzi,Mudzi North  ,Mudzi RDC,10,Nyamakuyo Primary School,4900MDZ1006 A,0,163,0,0,0,1,0,1,0,0,0,0,0,0,306,0,0,1,0,0,1,0,0,9,0,482,473
Mudzi,Mudzi North  ,Mudzi RDC,10,Nyamakuyo Primary School,4900MDZ1006 B,1,186,0,0,0,1,0,0,1,0,0,0,0,0,264,0,0,1,2,0,0,0,0,4,0,460,456
Mudzi,Mudzi North  ,Mudzi RDC,10,Nyamuwanga Business Centre Tent,4900MDZ1007,1,8,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,1,0,77,76
Mudzi,Mudzi North  ,Mudzi RDC,10,Tseko Pre-School,4900MDZ1008,0,50,0,0,1,0,0,0,1,0,1,0,0,0,391,0,0,0,0,0,0,0,1,4,0,449,445
,,,,11 Polling Stations,WARD TOTAL,9,1265,5,0,3,4,4,9,4,1,4,1,0,4,2747,6,1,6,5,2,3,0,4,55,0,"4,142","4,087"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mudzi,Mudzi North  ,Mudzi RDC,11,DDF Rest Camp,4900MDZ1101,0,14,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,4,0,124,120
Mudzi,Mudzi North  ,Mudzi RDC,11,Kapotesa Primary School,4900MDZ1102,0,122,2,0,1,5,1,3,0,0,0,1,1,1,516,0,0,0,0,0,0,0,1,11,0,665,654
Mudzi,Mudzi North  ,Mudzi RDC,11,Kasuso Pre-School,4900MDZ1103,3,49,1,1,0,1,1,3,0,3,0,0,0,0,278,0,1,0,0,0,0,0,0,6,0,347,341
Mudzi,Mudzi North  ,Mudzi RDC,11,Muzezuru Primary School,4900MDZ1104,3,123,4,0,1,0,2,2,0,1,0,0,0,1,296,1,0,0,2,2,1,1,0,11,0,451,440
Mudzi,Mudzi North  ,Mudzi RDC,11,Ten Cents Business Centre Tent,4900MDZ1105,6,115,6,1,1,1,0,6,1,0,1,0,0,1,536,3,0,0,0,0,1,2,2,22,0,705,683
,,,,5 Polling Stations,WARD TOTAL,12,423,13,2,3,7,4,14,1,4,1,1,1,3,1732,4,1,0,2,2,2,3,3,54,0,"2,292","2,238"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mudzi,Mudzi North  ,Mudzi RDC,17,Fuchira Primary School,4900MDZ1701,1,92,0,0,0,0,0,2,0,0,0,0,0,1,350,0,0,0,0,1,0,0,1,11,0,459,448
Mudzi,Mudzi North  ,Mudzi RDC,17,Musau Primary School,4900MDZ1702,6,111,3,0,0,4,4,9,1,0,1,0,0,4,607,4,1,1,0,0,3,0,2,18,0,779,761
Mudzi,Mudzi North  ,Mudzi RDC,17,Nyahuku Tuckshop Tent,4900MDZ1703,0,19,0,0,0,2,0,0,2,1,0,0,0,0,396,1,0,0,0,0,0,0,2,11,0,434,423
Mudzi,Mudzi North  ,Mudzi RDC,17,Ranja Pre-School,4900MDZ1704,1,65,0,0,0,0,0,3,0,0,0,0,0,0,169,3,1,0,0,0,0,1,0,10,0,253,243
Mudzi,Mudzi North  ,Mudzi RDC,17,St Pius Primary School,4900MDZ1705,1,16,2,0,0,0,0,0,0,1,0,0,1,0,344,0,0,0,0,0,0,0,1,6,0,372,366
,,,,5 Polling Stations,WARD TOTAL,9,303,5,0,0,6,4,14,3,2,1,0,1,5,1866,8,2,1,0,1,3,1,6,56,0,"2,297","2,241"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Mudzi North Constituency Total,,,75,"3,848",42,6,17,42,22,80,17,19,7,7,10,26,"16,376",36,11,13,19,16,20,11,26,323,0,"21,069","20,746"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mudzi,Mudzi South  ,Mudzi RDC,12,Donzwe Primary School,4900MDZ1201,3,86,2,0,0,0,1,1,0,0,0,0,0,0,748,1,0,0,0,1,0,0,0,13,0,856,843
Mudzi,Mudzi South  ,Mudzi RDC,12,Goromonzi Secondary School,4900MDZ1202,0,62,1,0,1,2,0,0,0,1,0,0,0,0,484,1,0,0,1,0,0,0,0,7,0,560,553
Mudzi,Mudzi South  ,Mudzi RDC,12,Goromonzi Primary School,4900MDZ1203,3,80,2,0,0,0,0,3,0,0,0,0,0,0,424,0,0,0,0,2,0,0,0,5,0,519,514
Mudzi,Mudzi South  ,Mudzi RDC,12,Nyamatawa Clinic,4900MDZ1204,1,32,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,4,0,245,241
Mudzi,Mudzi South  ,Mudzi RDC,12,Nyamatawa Primary School,4900MDZ1205,1,98,0,0,0,2,0,3,1,0,0,1,0,1,503,2,0,0,1,0,0,1,0,4,0,618,614
Mudzi,Mudzi South  ,Mudzi RDC,12,Nyangoma Business Centre Tent,4900MDZ1206,0,58,1,0,0,0,0,1,0,0,0,0,0,0,401,1,1,0,0,0,1,0,0,5,0,469,464
Mudzi,Mudzi South  ,Mudzi RDC,12,Nyaugugu Primary School,4900MDZ1207,1,35,0,0,0,0,0,1,2,1,0,0,0,1,262,2,1,0,0,0,0,0,0,2,0,308,306
,,,,7 Polling Stations,WARD TOTAL,9,451,6,0,1,4,1,9,3,2,0,1,0,2,3030,7,2,0,2,3,1,1,0,40,0,"3,575","3,535"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mudzi,Mudzi South  ,Mudzi RDC,13,Kambanje Primary School,4900MDZ1301,1,38,0,0,0,0,0,0,0,0,0,0,0,0,329,1,0,0,0,0,0,0,1,2,0,372,370
Mudzi,Mudzi South  ,Mudzi RDC,13,Katsande Primary School,4900MDZ1302,0,57,0,0,0,0,0,0,0,0,0,0,0,0,333,1,0,0,1,0,0,0,0,5,0,397,392
Mudzi,Mudzi South  ,Mudzi RDC,13,Kudzanai CD Project,4900MDZ1303,0,30,1,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,1,0,251,250
Mudzi,Mudzi South  ,Mudzi RDC,13,Makosa Pre-School,4900MDZ1304,0,27,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,1,0,0,0,0,2,0,305,303
Mudzi,Mudzi South  ,Mudzi RDC,13,Nyakuchena Primary School,4900MDZ1305,0,110,0,0,0,3,0,3,0,0,0,0,0,2,697,3,0,0,0,2,0,0,1,7,0,828,821
,,,,5 Polling Stations,WARD TOTAL,1,262,1,0,0,3,0,3,0,0,0,0,0,2,1853,5,0,0,2,2,0,0,2,17,0,"2,153","2,136"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mudzi,Mudzi South  ,Mudzi RDC,14,Banze Primary School,4900MDZ1401,1,14,0,0,0,1,0,0,0,1,0,0,0,0,546,0,0,1,0,1,1,0,0,10,0,576,566
Mudzi,Mudzi South  ,Mudzi RDC,14,Makaha Primary School,4900MDZ1402 A,3,79,2,0,0,0,1,0,1,0,2,0,0,0,451,2,2,0,1,1,0,0,0,18,0,563,545
Mudzi,Mudzi South  ,Mudzi RDC,14,Makaha Primary School,4900MDZ1402 B,2,60,0,0,0,2,0,0,0,1,0,0,1,1,479,1,1,1,0,0,0,0,1,13,0,563,550
Mudzi,Mudzi South  ,Mudzi RDC,14,Mutondo Business Centre Tent,4900MDZ1403 A,2,35,2,0,0,0,0,0,0,1,0,1,0,0,417,0,0,0,0,0,0,0,0,9,0,467,458
Mudzi,Mudzi South  ,Mudzi RDC,14,Mutondo Business Centre Tent,4900MDZ1403 B,0,49,3,0,0,0,0,0,0,1,0,0,0,0,398,0,0,0,0,0,0,0,0,10,0,461,451
Mudzi,Mudzi South  ,Mudzi RDC,14,Nyasanhi Pre-School,4900MDZ1404,0,17,0,0,0,1,0,0,0,0,0,0,0,1,396,0,0,0,1,0,0,0,0,6,0,422,416
Mudzi,Mudzi South  ,Mudzi RDC,14,Nyarutepo Primary School,4900MDZ1405 A,0,16,2,0,0,2,0,0,0,0,0,0,0,0,522,0,0,0,0,0,0,0,0,11,0,553,542
Mudzi,Mudzi South  ,Mudzi RDC,14,Nyarutepo Primary School,4900MDZ1405 B,0,14,1,0,0,0,1,0,0,0,0,1,0,0,532,0,0,0,0,1,0,0,1,10,0,561,551
Mudzi,Mudzi South  ,Mudzi RDC,14,Rwamba Primary School,4900MDZ1406 A,3,25,0,1,0,1,1,0,1,0,0,0,0,1,641,1,0,1,1,0,2,0,0,16,0,695,679
Mudzi,Mudzi South  ,Mudzi RDC,14,Rwamba Primary School,4900MDZ1406 B,4,32,2,0,0,0,0,1,0,0,0,1,0,1,608,1,0,0,0,1,0,0,0,29,,680,651
,,,,10 Polling Stations,WARD TOTAL,15,341,12,1,0,7,3,1,2,4,2,3,1,4,4990,5,3,3,3,4,3,0,2,132,0,"5,541","5,409"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mudzi,Mudzi South  ,Mudzi RDC,15,Chikwizo Primary School,4900MDZ1501 A,2,48,1,1,0,3,1,0,0,2,0,0,1,0,515,0,0,0,2,1,0,1,0,12,0,590,578
Mudzi,Mudzi South  ,Mudzi RDC,15,Chikwizo Primary School,4900MDZ1501 B,1,45,2,0,1,2,0,0,0,0,0,0,0,0,529,1,0,0,0,1,0,1,0,8,0,591,583
Mudzi,Mudzi South  ,Mudzi RDC,15,Mapombo Primary School,4900MDZ1502,1,125,3,0,1,0,1,0,0,0,1,0,0,0,542,1,1,0,0,0,0,0,0,4,0,680,676
Mudzi,Mudzi South  ,Mudzi RDC,15,Mupfuti Business Centre Tent,4900MDZ1503,0,64,1,0,1,0,2,2,0,0,0,0,0,0,636,2,0,0,0,0,0,0,0,9,0,717,708
Mudzi,Mudzi South  ,Mudzi RDC,15,Nyakatewetewe Tent,4900MDZ1504,0,4,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,1,0,0,0,46,46
Mudzi,Mudzi South  ,Mudzi RDC,15,Nyamande Primary School,4900MDZ1505 A,3,60,0,0,0,0,0,2,0,2,0,0,0,1,637,3,0,0,0,0,1,0,0,55,0,764,709
Mudzi,Mudzi South  ,Mudzi RDC,15,Nyamande Primary School,4900MDZ1505 B,3,58,0,0,0,1,1,1,0,0,0,0,0,0,651,1,0,1,5,1,1,1,2,38,0,765,727
,,,,7 Polling Stations,WARD TOTAL,10,404,7,1,3,6,5,5,0,4,1,0,1,1,3551,8,1,1,7,3,2,4,2,126,0,"4,153","4,027"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mudzi,Mudzi South  ,Mudzi RDC,16,Chitungwira Pre-School,4900MDZ1601,1,33,2,0,0,1,0,1,1,0,0,0,0,2,717,1,0,0,2,0,0,0,2,15,1,778,763
Mudzi,Mudzi South  ,Mudzi RDC,16,Gozi Primary School,4900MDZ1602 A,1,25,1,0,0,2,1,0,0,0,0,0,0,0,437,0,0,0,0,0,0,0,0,7,0,474,467
Mudzi,Mudzi South  ,Mudzi RDC,16,Gozi Primary School,4900MDZ1602 B,0,28,0,1,0,2,1,2,0,0,1,1,0,0,425,0,0,0,0,4,1,0,0,9,0,475,466
Mudzi,Mudzi South  ,Mudzi RDC,16,Kanyoka Primary School,4900MDZ1603,0,85,3,0,0,0,0,2,1,0,0,0,0,1,555,0,0,0,1,0,0,0,0,27,0,675,648
Mudzi,Mudzi South  ,Mudzi RDC,16,Mupingiza Primary School,4900MDZ1604,0,11,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,1,2,0,96,94
Mudzi,Mudzi South  ,Mudzi RDC,16,Nyamusanzara Business Centre Tent,4900MDZ1605,1,9,0,0,0,0,0,0,0,0,0,0,0,0,126,1,0,0,0,0,0,0,0,3,0,140,137
Mudzi,Mudzi South  ,Mudzi RDC,16,Nyamhasa Grinding Mill Tent,4900MDZ1606,0,19,0,1,0,0,0,0,0,1,0,2,0,0,229,0,0,0,0,0,0,0,0,2,0,254,252
Mudzi,Mudzi South  ,Mudzi RDC,16,St Martins Primary School,4900MDZ1607,0,15,1,0,0,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,108,108
,,,,8 Polling Stations,WARD TOTAL,3,225,7,2,0,6,2,5,2,1,1,3,0,3,2662,2,0,0,3,4,1,0,3,65,1,"3,000","2,935"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mudzi,Mudzi South  ,Mudzi RDC,18,Chidota Borehole Tent,4900MDZ1801,1,62,1,0,0,1,0,0,0,0,1,0,0,1,457,2,0,0,1,0,1,0,1,9,0,538,529
