MASHONALAND EAST PROVINCE :2018 HARMONISED PRESIDENTIAL ELECTION RESULTS: 30 JULY 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,CONSTITUENCY ,LOCAL AUTHORITY,WARD NO.,POLLING STATIONS,FACILITY,"Busha Joseph Makamba
FreeZim Congress","Chamisa Nelson
Movement for Democratic Change Alliance","Chikanga Everisto Washington
Rebuild Zimbabwe","Dzapasi Melbah
#1980 Freedom Movement Zimbabwe","Gava Mapfumo Peter
United Democratic Front","Hlabangana Kwanele
Republican Party of Zimbabwe","Kasiyamhuru Blessing
Zimbabwe Partnership for Prosperity","Khupe Thokozani
Movement for Democratic Change","Madhuku Lovemore
National Constitutional Assembly","Mangoma Elton Steers
Coalition of Democrats","Manyika Noah Ngoni
Build Zimbabwe Alliance","Mapfumo-Chiguvare Tonderai Johannes Timothy
People's Progressive Party Zimbabwe","Mariyacha Violet
United Democracy Movement","Mhambi-Hove Divine
national Alliance of Patriotic and Democratic Republicans","Mnangagwa Emmerson Dambudzo
Zimbabwe African National Union Patriotic Front","Moyo Nkosana Donald
Alliance for the People's Agenda","Mteki Bryn Taurai
Independent","Mugadza Willard Tawonezvi
Bethel Christian Party","Mujuru Joice Teurai Ropa
People's Rainbow Coalition","Munyanduri Tendai Peter
New Patriotic Front","Mutinhiri Ambrose
National Patriotic Front","Shumba Kuzozvirava Daniel
United Democratic Alliance","Wilson Harry Peter
Democratic Opposition Party",Total Votes Rejected ,Ballot Paper Unaccounted for,Total Votes Cast,Total Valid Votes Cast
UMP,Maramba-Pfungwe ,Zvataida RDC,6,Maramba Primary School,8500ZVA0602 A,0,202,0,0,0,0,0,0,0,0,0,0,0,1,573,0,0,0,2,0,0,0,0,4,1,782,778
UMP,Maramba-Pfungwe ,Zvataida RDC,6,Maramba Primary School,8500ZVA0602 B,1,232,1,0,1,0,0,1,1,0,0,0,0,0,507,1,0,0,0,0,0,1,0,8,0,754,746
UMP,Maramba-Pfungwe ,Zvataida RDC,6,Saparanyambuya Primary School,8500ZVA0603,1,35,0,0,0,2,0,1,1,0,1,0,0,0,658,0,0,1,1,1,0,0,2,9,0,713,704
UMP,Maramba-Pfungwe ,Zvataida RDC,6,Shamba Dip Tank Tent,8500ZVA0604,1,6,0,0,0,0,0,1,0,0,0,0,0,1,654,0,0,0,2,0,0,0,0,3,0,668,665
,,,,5  Polling Station,WARD TOTAL,3,527,1,0,1,2,0,5,2,0,1,0,0,2,2894,2,0,1,5,1,0,1,3,28,1,"3,479","3,451"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMP,Maramba-Pfungwe ,Zvataida RDC,7,Barahwe Primary School,8500ZVA0701,0,13,0,0,0,1,0,0,0,0,0,0,0,0,511,0,0,0,1,2,0,1,0,2,0,531,529
UMP,Maramba-Pfungwe ,Zvataida RDC,7,Chiwore Primary School,8500ZVA0702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,312,312
UMP,Maramba-Pfungwe ,Zvataida RDC,7,Nyagande Primary School,8500ZVA0703,0,10,1,0,0,0,0,0,0,1,0,0,0,0,360,0,0,0,1,0,0,0,0,2,0,375,373
UMP,Maramba-Pfungwe ,Zvataida RDC,7,Nyaguwe Bridge Tent,8500ZVA0704,0,1,0,0,0,1,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,206,206
UMP,Maramba-Pfungwe ,Zvataida RDC,7,Shamva Turn Off Tent,8500ZVA0705,2,20,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,2,0,235,233
,,,,5 Polling Stations,WARD TOTAL,2,44,1,0,0,2,0,0,0,1,0,0,0,0,1598,0,0,0,2,2,0,1,0,6,0,"1,659","1,653"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMP,Maramba-Pfungwe ,Zvataida RDC,16,Borera Primary School,8500ZVA1601,1,35,0,0,0,1,0,2,0,0,0,1,0,0,828,0,0,0,1,0,0,0,0,15,0,884,869
UMP,Maramba-Pfungwe ,Zvataida RDC,16,Guyu Primary School,8500ZVA1602,1,34,0,0,0,1,0,0,0,0,0,0,0,0,766,1,0,0,1,0,0,0,0,9,0,813,804
UMP,Maramba-Pfungwe ,Zvataida RDC,16,Halgate Business Centre Tent,8500ZVA1603,0,4,0,0,0,1,0,0,0,0,0,0,0,0,502,1,0,0,1,0,0,0,0,5,0,514,509
UMP,Maramba-Pfungwe ,Zvataida RDC,16,Kanjanda Business Centre Tent,8500ZVA1604,0,1,1,0,0,0,0,0,0,1,1,0,0,0,360,0,0,0,1,0,0,0,0,3,0,368,365
UMP,Maramba-Pfungwe ,Zvataida RDC,16,Kodogo Business Centre Tent,8500ZVA1605,2,12,1,0,0,0,0,0,0,0,0,0,0,1,373,0,0,0,0,0,0,0,0,5,0,394,389
,,,,5 Polling Stations,WARD TOTAL,4,86,2,0,0,3,0,2,0,1,1,1,0,1,2829,2,0,0,4,0,0,0,0,37,0,"2,973","2,936"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMP,Maramba-Pfungwe ,Zvataida RDC,17,Bangari Primary School,8500ZVA1701,0,47,0,0,0,0,0,1,1,0,0,0,0,1,363,0,0,0,0,0,1,0,0,0,0,414,414
UMP,Maramba-Pfungwe ,Zvataida RDC,17,Bangari Turn Off Tent,8500ZVA1702,0,40,0,0,0,2,0,0,0,0,0,0,0,0,488,0,0,0,2,1,0,0,0,2,0,535,533
UMP,Maramba-Pfungwe ,Zvataida RDC,17,Garura Village Pre-School,8500ZVA1703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,2,0,223,221
UMP,Maramba-Pfungwe ,Zvataida RDC,17,Kutsokodeka Primary School,8500ZVA1704,0,15,0,0,0,0,1,0,0,1,0,0,0,0,544,0,0,0,0,0,0,0,0,3,0,564,561
UMP,Maramba-Pfungwe ,Zvataida RDC,17,Mangere Village Pre-School,8500ZVA1705,0,6,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,1,0,291,290
UMP,Maramba-Pfungwe ,Zvataida RDC,17,Marize Turn Off Tent,8500ZVA1706,0,2,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,2,0,164,162
UMP,Maramba-Pfungwe ,Zvataida RDC,17,Matoranhembe Primary School,8500ZVA1707,1,8,0,0,0,0,0,0,0,0,0,0,0,0,134,1,0,0,0,0,0,0,0,4,0,148,144
,,,,7 Polling Stations,WARD TOTAL,1,118,0,0,0,2,1,1,1,1,0,0,0,1,2194,1,0,0,2,1,1,0,0,14,0,"2,339","2,325"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Maramba - Pfungwe Constituency Total,,,34,"1,280",19,2,3,29,5,19,5,5,3,2,0,7,"23,966",22,2,4,18,12,3,8,8,182,1,"25,638","25,456"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMP,Uzumba ,Zvataida RDC,8,Chimhodzi Primary School,8500ZVA0801,0,10,0,0,0,0,1,0,0,0,0,0,0,0,461,0,0,0,0,0,0,0,0,6,0,478,472
UMP,Uzumba ,Zvataida RDC,8,Chipfunde Primary School,8500ZVA0802,1,44,2,0,0,1,1,0,0,0,0,1,0,0,743,2,1,0,0,0,0,0,0,16,0,812,796
UMP,Uzumba ,Zvataida RDC,8,Chomazumba Hall,8500ZVA0803,3,36,0,0,0,0,0,0,0,0,0,0,0,0,313,2,1,0,0,0,0,1,0,17,0,373,356
UMP,Uzumba ,Zvataida RDC,8,Gore Village Tent,8500ZVA0804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,0,0,2,0,0,0,2,0,452,450
UMP,Uzumba ,Zvataida RDC,8,Marowe Primary School,8500ZVA0805,4,62,0,0,0,1,2,1,0,0,0,1,0,1,758,1,0,1,2,0,0,0,0,6,0,840,834
UMP,Uzumba ,Zvataida RDC,8,Simbi Business Centre Tent,8500ZVA0806,0,25,2,0,1,1,0,1,0,0,0,0,0,1,706,0,0,0,0,1,0,0,0,14,0,752,738
,,,,6 Polling Stations,WARD TOTAL,8,177,4,0,1,3,4,2,0,0,0,2,0,2,3429,5,2,1,2,3,0,1,0,61,0,"3,707","3,646"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMP,Uzumba ,Zvataida RDC,9,Chikuhwa Primary School,8500ZVA0901,2,67,1,0,0,1,0,1,0,0,0,0,1,0,787,0,1,1,0,1,0,0,0,4,0,867,863
UMP,Uzumba ,Zvataida RDC,9,Chishayamabvudzi ECD,8500ZVA0902,2,43,1,1,0,1,0,0,0,1,0,1,0,1,741,1,1,0,0,0,0,1,2,17,0,814,797
UMP,Uzumba ,Zvataida RDC,9,Mashambanhaka Primary School,8500ZVA0903,2,108,1,0,0,0,0,1,1,0,0,0,0,0,562,1,1,0,0,0,0,0,0,15,0,692,677
UMP,Uzumba ,Zvataida RDC,9,Nyashonjwa Primary School,8500ZVA0904,0,39,0,1,0,1,0,1,0,0,1,0,0,0,701,0,0,2,1,0,1,1,0,20,0,769,749
,,,,4 Polling Stations,WARD TOTAL,6,257,3,2,0,3,0,3,1,1,1,1,1,1,2791,2,3,3,1,1,1,2,2,56,0,"3,142","3,086"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMP,Uzumba ,Zvataida RDC,10,Chidodo Primary School,8500ZVA1001,0,38,1,0,0,0,0,1,0,0,0,0,0,1,750,1,0,0,2,0,0,0,1,7,0,802,795
UMP,Uzumba ,Zvataida RDC,10,Chidodo Secondary School,8500ZVA1002,0,18,0,0,0,0,0,1,1,0,0,1,0,1,646,2,0,0,0,0,0,0,0,2,0,672,670
UMP,Uzumba ,Zvataida RDC,10,Manyika Business Centre Tent,8500ZVA1003,4,27,0,2,0,2,2,1,1,1,1,0,0,1,461,1,0,0,0,0,0,0,1,3,0,508,505
UMP,Uzumba ,Zvataida RDC,10,Manyika Dip Tank Tent,8500ZVA1004,2,14,1,0,0,1,0,0,1,0,0,0,0,0,330,0,1,0,0,0,0,0,0,2,0,352,350
,,,,4  Polling Station,WARD TOTAL,6,97,2,2,0,3,2,3,3,1,1,1,0,3,2187,4,1,0,2,0,0,0,2,14,0,"2,334","2,320"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMP,Uzumba ,Zvataida RDC,11,Chure Business Centre Tent,8500ZVA1101,0,25,1,0,0,0,2,0,0,0,0,0,0,0,512,0,0,0,0,0,2,0,0,2,0,544,542
UMP,Uzumba ,Zvataida RDC,11,Gadaga Primary School,8500ZVA1102,0,17,0,0,0,1,0,0,0,0,0,0,0,0,471,0,1,0,0,0,0,0,1,1,0,492,491
UMP,Uzumba ,Zvataida RDC,11,Kachombo Business Centre Tent,8500ZVA1103,0,11,0,0,0,2,0,0,0,0,0,0,0,1,213,0,0,0,0,0,0,0,0,1,0,228,227
UMP,Uzumba ,Zvataida RDC,11,Matuku ECD,8500ZVA1104,0,3,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,2,0,279,277
UMP,Uzumba ,Zvataida RDC,11,Nyaruchera Pre-School,8500ZVA1105,0,6,1,0,0,1,0,0,0,0,0,0,0,0,680,0,0,0,0,1,0,0,1,5,0,695,690
UMP,Uzumba ,Zvataida RDC,11,Rudawiro Secondary School,8500ZVA1106,1,35,1,0,0,0,0,1,0,0,0,0,0,0,658,1,0,0,0,0,0,0,0,10,0,707,697
,,,,6  Polling Station,WARD TOTAL,1,97,3,0,0,4,2,1,0,0,0,0,0,1,2808,1,1,0,0,1,2,0,2,21,0,"2,945","2,924"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMP,Uzumba ,Zvataida RDC,12,Denje Business Centre Tent,8500ZVA1201,0,12,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,2,0,197,195
UMP,Uzumba ,Zvataida RDC,12,Jenya Mountain Tent,8500ZVA1202,1,69,0,0,0,0,0,2,0,0,0,0,0,0,241,0,0,0,1,1,0,0,0,6,0,321,315
UMP,Uzumba ,Zvataida RDC,12,Mugabe Secondary School,8500ZVA1203,1,90,0,0,0,0,1,2,0,0,0,0,0,0,409,2,0,1,0,1,0,0,0,6,0,513,507
UMP,Uzumba ,Zvataida RDC,12,Mupaya Primary School,8500ZVA1204,0,36,0,0,0,0,0,2,0,0,0,0,0,0,247,0,1,0,0,0,0,0,1,3,0,290,287
UMP,Uzumba ,Zvataida RDC,12,Musanhi Primary School,8500ZVA1205,1,72,0,0,0,1,0,1,0,0,0,0,0,0,263,0,0,0,1,1,0,0,2,1,0,343,342
UMP,Uzumba ,Zvataida RDC,12,Nyamhara Primary School,8500ZVA1206,5,102,0,0,2,0,0,3,0,0,0,1,0,1,366,0,0,0,0,1,0,0,0,22,0,503,481
UMP,Uzumba ,Zvataida RDC,12,Tamutsa Business Centre Tent,8500ZVA1207,0,56,0,0,0,0,0,1,0,0,0,0,0,0,362,1,0,0,0,0,0,0,0,2,0,422,420
,,,,7  Polling Station,WARD TOTAL,8,437,0,0,2,1,1,11,0,0,0,1,0,1,2071,3,1,1,2,4,0,0,3,42,0,"2,589","2,547"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMP,Uzumba ,Zvataida RDC,13,Chaitezvi Business Centre Tent,8500ZVA1301,1,35,0,0,0,1,0,0,0,0,1,0,0,0,382,0,0,0,1,0,0,0,0,10,0,431,421
UMP,Uzumba ,Zvataida RDC,13,Chimuka Pre-School,8500ZVA1302,0,6,0,0,0,0,0,0,0,1,0,0,0,0,185,0,0,0,0,0,0,0,0,4,0,196,192
UMP,Uzumba ,Zvataida RDC,13,Kangara Mapfeka Business Centre Tent,8500ZVA1303,4,52,1,0,0,0,1,0,0,1,0,0,0,0,637,1,0,0,0,0,0,0,0,11,0,708,697
UMP,Uzumba ,Zvataida RDC,13,Katsande Business Centre Tent,8500ZVA1304,0,34,1,0,0,1,0,0,0,0,0,0,0,0,326,2,0,0,0,0,1,0,0,22,0,387,365
UMP,Uzumba ,Zvataida RDC,13,Manyika Primary School,8500ZVA1305,4,75,1,0,0,0,0,1,0,1,1,0,0,1,420,0,0,0,1,0,2,0,0,12,0,519,507
UMP,Uzumba ,Zvataida RDC,13,Matsenga Primary School,8500ZVA1306,0,44,0,0,0,0,0,0,0,0,0,0,0,1,483,1,1,0,0,0,0,0,0,8,0,538,530
UMP,Uzumba ,Zvataida RDC,13,Rukariro Primary School,8500ZVA1307,1,61,1,0,0,0,0,3,0,0,0,0,0,0,263,0,0,0,1,0,0,0,0,2,0,332,330
,,,,7  Polling Station,WARD TOTAL,10,307,4,0,0,2,1,4,0,3,2,0,0,2,2696,4,1,0,3,0,3,0,0,69,0,"3,111","3,042"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMP,Uzumba ,Zvataida RDC,14,Kaseke Primary School,8500ZVA1401,1,53,0,0,0,0,0,0,0,0,0,1,0,0,402,1,0,1,0,0,0,0,0,14,0,473,459
UMP,Uzumba ,Zvataida RDC,14,Magunje Primary School,8500ZVA1402,1,87,0,1,0,0,0,2,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,3,0,344,341
UMP,Uzumba ,Zvataida RDC,14,Mayema Primary School,8500ZVA1403,0,22,0,0,0,0,1,0,0,0,0,0,0,0,314,0,0,1,0,0,0,0,0,3,,341,338
UMP,Uzumba ,Zvataida RDC,14,Morris Secondary School,8500ZVA1404,2,80,0,0,0,2,0,0,0,0,0,0,0,0,273,0,0,0,2,1,0,0,0,10,0,370,360
UMP,Uzumba ,Zvataida RDC,14,Mutize Primary School,8500ZVA1405,0,43,0,0,0,0,0,1,0,0,0,0,0,0,407,0,0,0,1,0,0,0,1,17,0,470,453
UMP,Uzumba ,Zvataida RDC,14,Nhakiwa Hall,8500ZVA1406 A,4,82,2,0,0,0,1,3,0,0,1,0,0,0,354,1,0,0,1,0,0,0,1,23,0,473,450
UMP,Uzumba ,Zvataida RDC,14,Nhakiwa Hall,8500ZVA1406 B,3,81,1,1,0,1,1,1,0,0,0,0,0,1,368,2,0,0,0,0,1,0,0,6,0,467,461
UMP,Uzumba ,Zvataida RDC,14,Zanga Business Centre Tent,8500ZVA1407,0,26,0,0,0,0,1,0,0,0,0,0,0,0,224,0,0,0,1,0,0,0,1,7,0,260,253
,,,,8 Polling Stations,WARD TOTAL,11,474,3,2,0,3,4,7,0,0,1,1,0,1,2592,4,0,2,5,1,1,0,3,83,0,"3,198","3,115"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMP,Uzumba ,Zvataida RDC,15,Chitimbe Primary School,8500ZVA1501,1,109,2,0,0,0,0,1,0,0,0,0,0,0,360,0,0,0,0,1,0,0,0,5,0,479,474
UMP,Uzumba ,Zvataida RDC,15,Ganda Business Centre Tent,8500ZVA1502,0,42,0,0,0,1,0,0,0,1,0,1,0,1,225,0,0,0,1,0,0,0,0,2,0,274,272
UMP,Uzumba ,Zvataida RDC,15,Gapara Musosonwa Community Hall,8500ZVA1503,1,48,0,0,0,0,0,3,0,1,0,0,0,1,327,1,0,0,1,1,0,1,0,9,0,394,385
UMP,Uzumba ,Zvataida RDC,15,Machanzi Business Centre Tent,8500ZVA1504,0,11,0,0,0,0,0,0,0,0,1,0,0,0,223,1,1,0,0,0,0,0,0,8,0,245,237
UMP,Uzumba ,Zvataida RDC,15,Marembera Secondary School,8500ZVA1505,0,57,1,0,0,0,1,2,0,0,0,0,0,1,209,0,0,0,0,0,0,0,0,4,0,275,271
UMP,Uzumba ,Zvataida RDC,15,Marugara Dip Tank Tent,8500ZVA1506,1,101,1,0,0,3,0,3,1,0,2,0,0,1,381,1,0,0,0,0,0,1,0,15,0,511,496
UMP,Uzumba ,Zvataida RDC,15,Mutemaringa Business Centre Tent,8500ZVA1507,3,43,1,0,1,4,3,1,0,0,2,0,1,1,441,1,0,0,3,0,0,1,0,13,0,519,506
,,,,7 Polling Stations,WARD TOTAL,6,411,5,0,1,8,4,10,1,2,5,1,1,5,2166,4,1,0,5,2,0,3,0,56,0,"2,697","2,641"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Uzumba Constituency Total,,,56,"2,257",24,6,4,27,18,41,5,7,10,7,2,16,"20,740",27,10,7,20,12,7,6,12,402,0,"23,723","23,321"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marondera,Marondera East  ,Marondera RDC,1,Bernard Mzeki College,4300MAR0101,2,119,0,0,0,0,1,1,0,0,0,0,0,0,152,2,0,0,1,0,0,0,0,7,0,285,278
Marondera,Marondera East  ,Marondera RDC,1,Bothas Rust Farm Tent,4300MAR0102,0,13,0,0,0,2,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,1,0,266,265
Marondera,Marondera East  ,Marondera RDC,1,Chinwiri Farm Tent,4300MAR0103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,37,37
Marondera,Marondera East  ,Marondera RDC,1,Cotter Primary school,4300MAR0104,0,28,0,0,0,0,0,1,0,0,0,0,0,0,110,0,0,0,0,0,0,1,0,4,0,144,140
Marondera,Marondera East  ,Marondera RDC,1,Forest Range Farm Tent,4300MAR0105,0,42,0,0,0,0,0,0,0,0,1,0,0,0,300,0,0,0,1,0,0,1,0,6,0,351,345
Marondera,Marondera East  ,Marondera RDC,1,Grandchase Primary School,4300MAR0106,0,16,0,0,0,0,1,0,0,0,0,0,1,0,237,0,0,0,0,0,0,0,0,1,0,256,255
Marondera,Marondera East  ,Marondera RDC,1,Helm Primary School,4300MAR0107,1,49,1,1,0,0,0,0,0,0,1,1,0,0,235,0,0,0,0,0,0,0,1,0,0,290,290
Marondera,Marondera East  ,Marondera RDC,1,Inyagui Primary School,4300MAR0108,1,89,0,0,0,1,0,0,0,0,0,0,0,0,132,1,0,0,1,0,0,0,0,3,0,228,225
Marondera,Marondera East  ,Marondera RDC,1,Sable Range Farm Tent,4300MAR0109,0,57,0,0,0,0,0,1,0,2,0,0,0,0,253,2,0,0,1,1,0,0,1,6,0,324,318
,,,,9 Polling Stations,WARD TOTAL,4,413,1,1,0,3,2,3,0,2,2,1,1,0,1706,5,0,0,4,1,0,2,2,28,0,"2,181","2,153"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marondera,Marondera East  ,Marondera RDC,2,Alpha Omega Business Centre Tent,4300MAR0201,0,6,0,0,0,0,1,0,0,0,0,0,0,0,55,0,0,0,0,1,0,0,0,1,0,64,63
Marondera,Marondera East  ,Marondera RDC,2,Eagle Tanning Primary School,4300MAR0202,1,225,3,0,0,0,0,1,0,0,0,0,0,0,212,2,1,0,0,0,0,0,0,5,0,450,445
Marondera,Marondera East  ,Marondera RDC,2,Essexedale Farm Tent,4300MAR0203,1,34,1,0,0,0,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,7,0,407,400
Marondera,Marondera East  ,Marondera RDC,2,Full Gospel Rusike Phase 3 Church Tent,4300MAR0204,4,365,0,0,0,1,1,2,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,3,0,472,469
Marondera,Marondera East  ,Marondera RDC,2,Gazaland Business Centre Tent,4300MAR0205,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,19,19
Marondera,Marondera East  ,Marondera RDC,2,Meandu Farm Tent,4300MAR0206,0,23,0,0,0,0,0,1,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,3,0,141,138
,,,,6 Polling Stations,WARD TOTAL,6,656,4,0,0,1,2,4,0,0,0,0,0,0,857,2,1,0,0,1,0,0,0,19,0,"1,553","1,534"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marondera,Marondera East  ,Marondera RDC,3,Chiparawe Primary School,4300MAR0301,0,47,1,0,0,2,1,1,0,1,0,0,0,0,304,1,1,0,0,0,0,0,0,10,0,369,359
Marondera,Marondera East  ,Marondera RDC,3,Mutukwa Secondary School,4300MAR0302,0,21,2,0,0,0,0,2,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,2,0,276,274
Marondera,Marondera East  ,Marondera RDC,3,Dombi Secondary School,4300MAR0303,1,47,0,0,0,0,1,0,0,0,1,1,0,1,593,1,1,0,0,0,0,0,0,4,0,651,647
Marondera,Marondera East  ,Marondera RDC,3,Nyamutora Primary School,4300MAR0304,1,43,1,0,1,1,0,1,1,0,1,0,0,1,507,2,0,0,0,1,0,0,0,9,0,570,561
Marondera,Marondera East  ,Marondera RDC,3,Matukwa Primary School,4300MAR0305,1,102,1,0,0,0,0,1,0,1,1,0,0,0,462,1,1,4,0,0,0,1,1,17,0,594,577
Marondera,Marondera East  ,Marondera RDC,3,Suffolk Farm Tent,4300MAR0306,1,29,0,0,0,2,0,1,1,0,0,0,0,0,323,0,0,0,1,0,0,0,1,3,0,362,359
,,,,6 Polling Stations,WARD TOTAL,4,289,5,0,1,5,2,6,2,2,3,1,0,2,2438,5,3,4,1,1,0,1,2,45,0,"2,822","2,777"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marondera,Marondera East  ,Marondera RDC,4,Chiseve Primary School,4300MAR0401,3,91,1,1,0,1,1,1,0,0,0,0,1,2,311,1,0,1,1,0,2,0,0,13,0,431,418
Marondera,Marondera East  ,Marondera RDC,4,Digglefold Primary School,4300MAR0402,1,61,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,1,0,0,0,0,0,0,87,87
Marondera,Marondera East  ,Marondera RDC,4,Grasslands Primary School,4300MAR0403,1,173,0,0,0,0,0,1,0,0,0,0,0,0,91,0,0,1,0,0,0,0,0,22,0,289,267
Marondera,Marondera East  ,Marondera RDC,4,Mitengo Farm Tent,4300MAR0404,0,22,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,95,95
Marondera,Marondera East  ,Marondera RDC,4,Musi Farm Tent,4300MAR0405,0,65,0,0,0,0,0,0,0,0,0,0,0,0,83,2,0,0,0,0,0,0,0,4,0,154,150
Marondera,Marondera East  ,Marondera RDC,4,St. Thomas Primary School,4300MAR0406,0,85,0,0,0,0,0,0,0,0,0,0,0,0,92,2,0,0,0,0,0,0,0,4,0,183,179
Marondera,Marondera East  ,Marondera RDC,4,Ten Miles Business Centre Tent,4300MAR0407,0,37,0,0,0,1,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,1,0,257,256
Marondera,Marondera East  ,Marondera RDC,4,Waddilove Primary School,4300MAR0408,1,135,2,0,0,0,0,0,0,0,0,0,0,2,131,1,0,0,0,0,0,0,0,1,0,273,272
,,,,8 Polling Stations,WARD TOTAL,6,669,3,1,0,2,1,2,0,0,0,0,1,4,1023,6,0,2,2,0,2,0,0,45,0,"1,769","1,724"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marondera,Marondera East  ,Marondera RDC,6,AFM Atherstone Church Tent,4300MAR0601,1,206,1,0,0,0,0,3,0,0,0,0,0,0,66,0,0,1,0,0,1,1,0,2,0,282,280
Marondera,Marondera East  ,Marondera RDC,6,Elmswood Park Tent,4300MAR0602,0,286,1,0,0,0,0,1,0,0,1,1,0,0,103,0,0,0,1,2,0,1,1,0,0,398,398
Marondera,Marondera East  ,Marondera RDC,6,Manhoro Primary School,4300MAR0603,3,63,1,0,0,1,0,0,1,0,0,0,0,0,381,1,0,0,3,1,0,0,0,17,0,472,455
Marondera,Marondera East  ,Marondera RDC,6,Marirangwe Primary School,4300MAR0604,0,49,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,74,74
Marondera,Marondera East  ,Marondera RDC,6,Mushangwe Primary School,4300MAR0605,2,61,0,0,0,1,0,1,1,0,1,0,0,0,353,2,0,0,0,0,0,0,0,2,0,424,422
Marondera,Marondera East  ,Marondera RDC,6,Picadilly Business Centre Tent,4300MAR0606,0,69,0,0,1,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,1,3,0,224,221
Marondera,Marondera East  ,Marondera RDC,6,St Cyprian Primary School,4300MAR0607,0,120,4,0,0,1,0,3,0,0,0,0,0,0,84,1,0,0,0,1,0,0,0,1,0,215,214
Marondera,Marondera East  ,Marondera RDC,6,Tranquility Farm Tent,4300MAR0608,2,38,1,0,0,0,2,2,0,0,1,0,0,1,426,1,0,0,0,0,0,0,1,10,0,485,475
Marondera,Marondera East  ,Marondera RDC,6,Wenimbi Primary School,4300MAR0609,0,98,0,1,0,1,0,2,2,0,0,0,0,0,659,0,0,0,0,0,0,1,0,14,0,778,764
,,,,9 Polling Stations,WARD TOTAL,8,990,8,1,1,4,2,12,4,0,3,1,0,1,2247,5,0,1,4,4,1,3,3,49,0,"3,352","3,303"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marondera,Marondera East  ,Marondera RDC,7,Chipesa Primary School,4300MAR0701,0,43,1,0,1,0,3,2,0,0,0,1,0,0,569,0,0,0,0,0,1,0,1,9,0,631,622
Marondera,Marondera East  ,Marondera RDC,7,Igava Primary School,4300MAR0702 A,0,90,0,0,0,0,1,1,0,0,0,0,0,0,440,1,0,0,0,1,0,2,1,2,0,539,537
Marondera,Marondera East  ,Marondera RDC,7,Igava Primary School,4300MAR0702 B,3,94,0,0,1,0,2,1,0,1,0,0,0,0,412,0,0,0,1,0,0,0,0,20,0,535,515
Marondera,Marondera East  ,Marondera RDC,7,KD Caruthersville Farm Tent,4300MAR0703,1,65,0,0,0,0,0,1,0,0,0,0,0,0,281,0,0,0,0,0,1,0,0,8,0,357,349
