MIDLANDS PROVINCE 2018 HARMONISED ELECTIONS PRESIDENTIAL ELECTION RESULTS: 30 JULY 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,CONSTITUENCY ,LOCAL AUTHORITY,WARD NO.,POLLING STATION NAME,Polling Station Code,"Busha Joseph Makamba
FreeZim Congress","Chamisa Nelson
Movement for Democratic Change Alliance","Chikanga Everisto Washington
Rebuild Zimbabwe","Dzapasi Melbah
#1980 Freedom Movement Zimbabwe","Gava Mapfumo Peter
United Democratic Front","Hlabangana Kwanele
Republican Party of Zimbabwe","Kasiyamhuru Blessing
Zimbabwe Partnership for Prosperity","Khupe Thokozani
Movement for Democratic Change","Madhuku Lovemore
National Constitutional Assembly","Mangoma Elton Steers
Coalition of Democrats","Manyika Noah Ngoni
Build Zimbabwe Alliance","Mapfumo-Chiguvare Tonderai Johannes Timothy
People's Progressive party Zimbabwe","Mariyacha Violet
United Democracy Movement","Mhambi-Hove Divine
National Alliance of Patriotic and Democratic Republicans","Mnangagwa Emmerson Dambudzo
Zimbabwe African National Union Patriotic Front","Moyo Nkosana Donald
Alliance for the People's Agenda","Mteki Bryn Taurai
Independent","Mugadza Willard Tawonezvi
Bethel Christian Party","Mujuru Joice Teurai Ropa
People's Rainbow Coalition","Munyanduri Tendai Peter
New Patriotic Front","Mutinhiri Ambrose
National Patriotic Front","Shumba Kuzozvirava Daniel
United Democratic Alliance","Wilson Harry Peter
Democratic Opposition Party",Total Votes Rejected ,Ballot Paper Unaccounted for,Total Votes Cast,Total Valid Votes Cast
Kwekwe,Mbizo,Kwekwe Municipality,12,Black Wadada Shopping Centre Tent,5801KWE1201 B,1,486,0,0,0,0,1,4,0,0,1,0,0,0,132,0,0,0,0,0,0,1,0,15,0,641,626
Kwekwe,Mbizo,Kwekwe Municipality,12,Black Wadada Shopping Centre Tent,5801KWE1201 C,0,465,0,0,0,0,1,2,0,0,0,0,0,0,151,1,0,0,0,1,0,0,0,14,0,635,621
Kwekwe,Mbizo,Kwekwe Municipality,12,Zaoga Mbizo Section 10 Church,5801KWE1202 A,2,483,0,1,0,0,1,2,0,0,0,0,0,0,143,4,0,0,2,0,0,0,0,7,0,645,638
Kwekwe,Mbizo,Kwekwe Municipality,12,Zaoga Mbizo Section 10 Church,5801KWE1202 B,1,433,1,0,0,0,1,2,0,0,0,0,0,0,174,0,0,0,3,1,1,0,0,9,0,626,617
,,,,5Polling Stations,Ward Total,5,2342,1,1,0,0,4,11,0,0,1,0,0,0,741,5,0,0,5,2,1,1,0,52,0,3172,3120
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwekwe Mbizo Constituency Total,,,,,,56,18564,23,4,4,9,68,125,3,2,7,0,4,7,5597,26,7,20,58,12,12,16,9,308,1,24941,24633
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwekwe,Redcliff,Redcliff Municipality,1,Torwood Main Beer Hall,5801RECM0101,0,243,0,0,1,1,0,6,0,0,0,0,0,0,76,0,0,0,0,0,0,1,0,5,0,333,328
Kwekwe,Redcliff,Redcliff Municipality,1,Torwood A Primary School,5801RECM0102,0,224,1,0,0,1,0,4,0,0,0,0,0,0,98,0,0,1,1,0,0,0,0,5,0,335,330
Kwekwe,Redcliff,Redcliff Municipality,1,Torwood B Primary School,5801RECM0103,0,311,0,0,0,0,0,1,0,1,0,0,0,0,87,0,1,0,1,0,0,1,0,4,0,407,403
,,,,3 Polling Stations,Ward Total,0,778,1,0,1,2,0,11,0,1,0,0,0,0,261,0,1,1,2,0,0,2,0,14,0,1075,1061
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwekwe,Redcliff,Redcliff Municipality,2,Drake A Secondary School,5801RECM0201,0,287,1,1,0,0,1,9,1,0,0,0,0,0,94,0,0,0,3,0,0,0,0,3,0,400,397
Kwekwe,Redcliff,Redcliff Municipality,2,Drake B Secondary School,5801RECM0202,0,169,1,0,0,0,1,0,0,0,0,0,0,0,52,0,0,1,0,0,0,0,0,0,0,224,224
Kwekwe,Redcliff,Redcliff Municipality,2,Torwood Community Hall,5801RECM0203,1,533,0,0,0,2,2,9,1,0,0,0,0,0,179,4,0,0,1,1,0,0,1,8,0,742,734
,,,,3 Polling Stations,Ward Total,1,989,2,1,0,2,4,18,2,0,0,0,0,0,325,4,0,1,4,1,0,0,1,11,0,1366,1355
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwekwe,Redcliff,Redcliff Municipality,3,Rugare Business Centre Tent,5801RECM0301,1,601,0,0,0,0,1,2,1,0,2,0,0,0,135,0,0,0,3,1,0,1,0,10,0,758,748
Kwekwe,Redcliff,Redcliff Municipality,3,Torwood Maintenance Yard,5801RECM0302,2,293,1,0,0,0,0,1,0,0,0,0,0,1,67,1,0,0,1,0,0,0,0,3,0,370,367
,,,,2  Polling Stations,Ward Total,3,894,1,0,0,0,1,3,1,0,2,0,0,1,202,1,0,0,4,1,0,1,0,13,0,1128,1115
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwekwe,Redcliff,Redcliff Municipality,4,Batanai High School,5801RECM0401,0,599,1,0,0,0,1,6,0,0,1,0,0,0,142,3,0,1,1,0,1,0,0,8,0,764,756
Kwekwe,Redcliff,Redcliff Municipality,4,Old Shingirirai Pre-School,5801RECM0402,1,306,0,1,0,0,0,3,0,0,0,0,0,0,94,0,0,0,1,0,0,0,0,3,0,409,406
Kwekwe,Redcliff,Redcliff Municipality,4,R.J Davies Primary School,5801RECM0403,2,357,0,0,0,1,0,5,0,0,0,0,0,0,123,2,0,1,1,0,0,2,0,2,0,496,494
,,,,3 Polling Stations,Ward Total,3,1262,1,1,0,1,1,14,0,0,1,0,0,0,359,5,0,2,3,0,1,2,0,13,0,1669,1656
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwekwe,Redcliff,Redcliff Municipality,5,ED Mafidhi Primary School,5801RECM0501 A,1,442,1,0,0,1,1,4,0,0,0,0,0,0,202,1,0,0,2,0,0,0,0,8,0,663,655
Kwekwe,Redcliff,Redcliff Municipality,5,ED Mafidhi Primary School,5801RECM0501 B,1,415,0,0,1,0,0,2,0,0,0,1,0,0,200,1,0,1,1,0,0,1,0,6,0,630,624
Kwekwe,Redcliff,Redcliff Municipality,5,Rutendo A Primary School,5801RECM0502 A,0,402,2,0,0,0,0,2,0,0,0,0,0,0,118,3,0,0,0,1,0,0,1,10,0,539,529
Kwekwe,Redcliff,Redcliff Municipality,5,Rutendo A Primary School,5801RECM0502 B,4,402,0,1,0,1,0,8,0,0,0,0,0,0,105,1,0,0,2,0,1,0,0,12,0,537,525
Kwekwe,Redcliff,Redcliff Municipality,5,Rutendo B Primary School,5801RECM0503,0,400,2,1,0,1,0,6,0,1,1,0,0,0,152,1,0,0,0,1,0,0,0,10,0,576,566
,,,,5 Polling Stations,Ward Total,6,2061,5,2,1,3,1,22,0,1,1,1,0,0,777,7,0,1,5,2,1,1,1,46,0,2945,2899
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwekwe,Redcliff,Redcliff Municipality,6,Bagdad Shopping Centre Tent,5801RECM0601 A,3,350,0,0,0,0,0,4,0,0,0,0,0,0,133,1,0,0,3,0,0,0,0,6,0,500,494
Kwekwe,Redcliff,Redcliff Municipality,6,Bagdad Shopping Centre Tent,5801RECM0601 B,1,374,0,0,0,0,0,1,1,0,0,0,0,0,139,0,0,0,1,0,0,0,0,4,0,521,517
Kwekwe,Redcliff,Redcliff Municipality,6,Rutendo Community Hall,5801RECM0602 A,1,359,1,0,0,0,0,5,1,0,0,0,0,2,153,3,0,2,2,0,0,0,0,9,0,538,529
Kwekwe,Redcliff,Redcliff Municipality,6,Rutendo Community Hall,5801RECM0602 B,5,385,1,0,0,0,0,5,0,0,0,0,0,0,131,1,0,1,0,0,0,1,1,17,0,548,531
Kwekwe,Redcliff,Redcliff Municipality,6,Simbi Park Ternt Shopping Centre,5801RECM0603 A,0,402,0,0,0,0,2,6,0,0,0,0,0,0,161,0,0,1,0,0,1,0,0,17,0,590,573
Kwekwe,Redcliff,Redcliff Municipality,6,Simbi Park Ternt Shopping Centre,5801RECM0603 B,1,402,0,0,0,0,2,9,0,0,0,0,0,0,163,1,0,1,1,0,0,1,0,6,0,587,581
Kwekwe,Redcliff,Redcliff Municipality,6,Simbi Park Ternt Shopping Centre,5801RECM0603 C,1,371,1,0,0,1,0,8,0,0,0,0,0,0,186,1,0,0,0,0,1,1,1,13,0,585,572
,,,,7 Polling Stations,Ward Total,12,2643,3,0,0,1,4,38,2,0,0,0,0,2,1066,7,0,5,7,0,2,3,2,72,0,3869,3797
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwekwe,Redcliff,Redcliff Municipality,7,Redcliff Primary School,5801RECM0701,1,379,0,0,0,0,0,4,0,0,0,0,0,0,102,2,0,0,1,0,0,0,0,5,0,494,489
Kwekwe,Redcliff,Redcliff Municipality,7,Zisco Club,5801RECM0702,0,212,0,0,0,0,0,1,0,0,0,0,0,0,48,0,0,1,2,0,0,0,0,1,0,265,264
,,,,2 Polling Stations,Ward Total,1,591,0,0,0,0,0,5,0,0,0,0,0,0,150,2,0,1,3,0,0,0,0,6,0,759,753
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwekwe,Redcliff,Redcliff Municipality,8,Impala Grill Tent,5801RECM0801,0,507,1,0,0,0,0,5,1,0,1,0,0,0,102,0,0,1,2,0,0,0,0,5,0,625,620
Kwekwe,Redcliff,Redcliff Municipality,8,United Methodist Church Stand Tent,5801RECM0802,0,214,0,0,0,1,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,3,0,269,266
,,,,2 Polling Stations,Ward Total,0,721,1,0,0,1,0,5,1,0,1,0,0,0,153,0,0,1,2,0,0,0,0,8,0,894,886
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwekwe,Redcliff,Redcliff Municipality,9,Golf Club Tent,5801RECM0901,0,526,1,0,0,1,0,5,0,0,0,0,0,0,132,0,0,2,4,0,0,2,1,3,0,677,674
Kwekwe,Redcliff,Redcliff Municipality,9,Methodist Church,5801RECM0902,1,292,0,0,0,0,0,2,0,0,0,0,0,0,97,0,1,0,6,0,0,0,0,6,0,405,399
,,,,2 Polling Stations,Ward Total,1,818,1,0,0,1,0,7,0,0,0,0,0,0,229,0,1,2,10,0,0,2,1,9,0,1082,1073
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwekwe,Redcliff,Zibagwe RDC,3,Bonaccord Primary School,5800ZBG0301,0,21,0,0,0,1,0,1,0,0,0,1,0,1,282,0,0,0,0,0,0,0,1,10,0,318,308
Kwekwe,Redcliff,Zibagwe RDC,3,Grasslands Primary School,5800ZBG0302,0,75,1,0,0,2,0,4,0,0,0,0,0,0,263,0,0,0,0,1,2,2,0,13,0,363,350
Kwekwe,Redcliff,Zibagwe RDC,3,Inglenook homestead,5800ZBG0303,1,30,0,0,0,0,0,1,0,0,1,0,0,0,134,0,0,0,0,0,0,0,0,5,0,172,167
Kwekwe,Redcliff,Zibagwe RDC,3,Melrose Primary School,5800ZBG0304,0,23,0,0,1,1,2,0,0,0,0,0,0,0,237,1,0,0,0,0,1,0,0,8,0,274,266
Kwekwe,Redcliff,Zibagwe RDC,3,Newlands Primary School,5800ZBG0305,0,20,1,0,0,3,1,0,0,0,0,0,0,0,276,0,0,0,1,1,0,0,1,5,0,309,304
Kwekwe,Redcliff,Zibagwe RDC,3,Riverlea Primary School,5800ZBG0306,0,48,0,0,0,1,0,4,1,0,0,0,0,1,210,0,0,1,0,0,1,1,0,11,0,279,268
Kwekwe,Redcliff,Zibagwe RDC,3,Hozi / Ellesmere Business Centre Tent,5800ZBG0307,1,19,1,0,0,1,0,0,0,0,0,0,0,0,130,0,0,0,0,1,0,0,0,1,0,154,153
Kwekwe,Redcliff,Zibagwe RDC,3,Swaartlagte Primary School,5800ZBG0308,0,24,0,0,0,0,0,2,0,0,0,1,0,0,306,0,0,0,0,0,0,0,0,9,0,342,333
,,,,8 Polling Stations,Ward Total,2,260,3,0,1,9,3,12,1,0,1,2,0,2,1838,1,0,1,1,3,4,3,2,62,0,2211,2149
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwekwe,Redcliff,Zibagwe RDC,22,Gothic Mine,5800ZBG2201,4,283,3,0,0,0,1,8,0,0,7,0,0,0,286,1,0,0,1,0,1,0,2,13,0,610,597
Kwekwe,Redcliff,Zibagwe RDC,22,Loreto Primary School,5800ZBG2202 A,4,278,1,0,0,1,0,5,1,0,0,0,0,0,182,2,0,0,0,0,0,0,0,10,0,484,474
Kwekwe,Redcliff,Zibagwe RDC,22,Loreto Primary School,5800ZBG2202 B,4,220,3,0,0,3,0,9,0,0,0,1,0,1,237,1,1,0,2,1,1,2,0,5,0,491,486
Kwekwe,Redcliff,Zibagwe RDC,22,Mutetete Pre-School,5800ZBG2203,1,174,2,1,2,3,2,11,2,0,0,1,1,0,344,3,1,2,2,3,4,5,2,26,0,592,566
Kwekwe,Redcliff,Zibagwe RDC,22,Wozoli Primary School,5800ZBG2204 A,4,161,1,0,0,0,1,7,0,0,0,0,1,0,309,0,0,1,0,1,2,0,0,11,0,499,488
Kwekwe,Redcliff,Zibagwe RDC,22,Wozoli Primary School,5800ZBG2204 B,1,163,3,0,0,3,2,7,0,1,0,0,0,0,277,1,0,3,0,1,1,2,0,30,0,495,465
,,,,6 Polling Stations,Ward Total,18,1279,13,1,2,10,6,47,3,1,7,2,2,1,1635,8,2,6,5,6,9,9,4,95,0,3171,3076
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwekwe,Redcliff,Zibagwe RDC,23,Jackson Community Hall,5800ZBG2301,0,34,0,0,0,0,0,1,0,0,0,0,0,0,38,0,0,1,0,0,0,0,0,4,0,78,74
Kwekwe,Redcliff,Zibagwe RDC,23,St. Joseph Primary School,5800ZBG2305,0,47,0,0,0,0,0,3,0,1,0,0,0,0,68,0,1,0,0,0,2,0,0,2,1,124,122
Kwekwe,Redcliff,Zibagwe RDC,23,St. Mark's Primary School,5800ZBG2306,0,39,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0,67,67
Kwekwe,Redcliff,Zibagwe RDC,23,Totololo Primary School,5800ZBG2308,0,18,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,2,0,78,76
,,,,4 Polling Stations,Ward Total,0,138,0,0,0,0,0,4,0,1,0,0,0,0,191,1,1,1,0,0,2,0,0,8,1,347,339
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwekwe,Redcliff,Zibagwe RDC,24,Kushinga Project Tent,5800ZBG2401,0,52,2,0,0,0,0,2,0,0,0,0,0,0,146,0,0,0,0,1,0,0,0,4,0,207,203
Kwekwe,Redcliff,Zibagwe RDC,24,Langton Farm Tent.,5800ZBG2402 A,1,39,0,2,1,4,1,4,0,0,2,1,0,0,403,4,1,0,0,0,2,0,0,7,0,472,465
Kwekwe,Redcliff,Zibagwe RDC,24,Langton Farm Tent.,5800ZBG2402 B,3,43,1,0,0,2,1,3,0,1,0,0,0,0,410,0,1,2,0,3,3,1,0,3,0,477,474
Kwekwe,Redcliff,Zibagwe RDC,24,Madwaleni Business Centre Tent,5800ZBG2403,4,329,0,1,0,0,1,14,0,0,0,0,0,0,111,4,0,3,2,0,3,4,0,15,0,491,476
Kwekwe,Redcliff,Zibagwe RDC,24,Mpinda Primary School,5800ZBG2404,4,182,0,0,0,1,1,6,0,2,0,1,1,0,201,2,0,0,1,0,2,3,0,7,0,414,407
Kwekwe,Redcliff,Zibagwe RDC,24,Umelusi Primary School,5800ZBG2405,1,289,2,0,0,2,0,7,0,1,0,0,0,1,276,2,1,3,1,0,0,3,0,15,0,604,589
,,,,6 Polling Stations,Ward Total,13,934,5,3,1,9,4,36,0,4,2,2,1,1,1547,12,3,8,4,4,10,11,0,51,0,2665,2614
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwekwe,Redcliff,Zibagwe RDC,30,Amatava Farm House Tent,5800ZBG3001,1,12,0,0,0,1,0,0,0,0,0,0,0,0,129,0,0,1,0,0,0,0,0,6,0,150,144
Kwekwe,Redcliff,Zibagwe RDC,30,Erin Homestead Tent,5800ZBG3002,0,11,1,0,0,0,0,0,0,0,0,0,0,0,123,1,0,0,0,0,0,0,0,11,0,147,136
Kwekwe,Redcliff,Zibagwe RDC,30,Hurudza Primary School,5800ZBG3003,0,22,0,0,0,0,0,1,0,0,0,0,0,0,215,1,0,0,0,0,1,0,0,6,0,246,240
Kwekwe,Redcliff,Zibagwe RDC,30,Martchabel Farm Homestead Tent,5800ZBG3004,0,34,0,0,0,0,1,1,0,0,0,0,0,0,99,0,0,0,1,0,0,0,0,11,0,147,136
Kwekwe,Redcliff,Zibagwe RDC,30,Moyo (Bvumira) Primary School,5800ZBG3005,3,54,0,0,0,2,2,2,0,0,0,0,0,0,561,4,0,1,0,3,1,1,0,27,0,661,634
Kwekwe,Redcliff,Zibagwe RDC,30,Penwarden Farm Tent,5800ZBG3006,0,5,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,4,0,88,84
Kwekwe,Redcliff,Zibagwe RDC,30,Shungu Secondary School,5800ZBG3007,0,59,0,0,1,1,0,0,0,0,0,0,0,0,337,0,0,2,0,0,1,0,0,12,0,413,401
Kwekwe,Redcliff,Zibagwe RDC,30,Draw Card Construction Site Tent,5800ZBG3008,0,11,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,17,15
Kwekwe,Redcliff,Zibagwe RDC,30,Tore Primary School,5800ZBG3009,1,49,2,0,1,0,0,0,0,2,1,0,1,0,156,0,0,0,0,0,0,0,0,13,0,226,213
,,,,9 Polling Stations,Ward Total,5,257,4,0,2,4,3,5,0,2,1,0,1,0,1701,6,0,4,1,3,3,1,0,92,0,2095,2003
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redcliff  Constituency Total,,,,,,65,13625,40,8,8,43,27,227,10,10,16,7,4,7,10434,54,8,34,51,20,32,35,11,500,1,25276,24776
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwekwe,Silobela,Zibagwe RDC,4,Bertha (Summerview) Mine,5800ZBG0401,0,43,0,0,0,0,0,0,1,0,0,0,0,0,88,0,0,0,0,0,0,0,0,3,0,135,132
Kwekwe,Silobela,Zibagwe RDC,4,Broomsgroove Primary School,5800ZBG0402,0,52,1,1,1,1,0,3,0,0,0,0,0,0,72,1,1,0,0,1,1,0,1,2,0,138,136
Kwekwe,Silobela,Zibagwe RDC,4,Collusion Mine,5800ZBG0403,2,78,0,0,0,1,1,0,0,1,0,0,0,0,200,0,0,2,0,1,0,1,0,6,0,293,287
Kwekwe,Silobela,Zibagwe RDC,4,Maywood Primary School,5800ZBG0404,0,18,1,0,0,0,0,1,0,0,0,0,1,0,206,0,0,0,0,0,0,1,0,5,0,233,228
Kwekwe,Silobela,Zibagwe RDC,4,Rhino Primary School,5800ZBG0405,0,11,0,0,0,2,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,7,0,97,90
Kwekwe,Silobela,Zibagwe RDC,4,Southcum Homestead Tent,5800ZBG0406,1,18,0,0,1,4,0,2,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,88,88
Kwekwe,Silobela,Zibagwe RDC,4,Tiger Reef Primary School,5800ZBG0407,7,242,6,1,2,2,2,4,0,1,1,0,0,1,407,2,0,0,1,1,3,1,2,32,0,718,686
,,,,7 Polling Stations,Ward Total,10,462,8,2,4,10,3,10,1,2,1,0,1,1,1112,3,1,2,1,3,4,3,3,55,0,1702,1647
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwekwe,Silobela,Zibagwe RDC,5,Kotamayi Primary School,5800ZBG0501,1,49,0,0,0,1,2,0,0,0,2,0,0,1,545,1,0,1,0,0,0,1,1,13,0,618,605
Kwekwe,Silobela,Zibagwe RDC,5,Mariyangu Primary School,5800ZBG0502,1,35,2,0,0,1,2,1,0,1,0,0,0,0,283,0,0,0,1,0,0,0,0,4,0,331,327
Kwekwe,Silobela,Zibagwe RDC,5,Sessombi village 2 homestead Tent,5800ZBG0503,0,23,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,3,0,176,173
Kwekwe,Silobela,Zibagwe RDC,5,Zivagwe Primary School,5800ZBG0504,4,18,4,1,0,0,2,1,0,0,0,0,0,2,485,0,1,0,0,1,0,0,0,18,0,537,519
,,,,4 POLLING STATIONS,WARD TOTAL ,6,125,6,1,0,2,6,2,0,1,2,0,0,3,1463,1,1,1,1,1,0,1,1,38,0,1662,1624
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwekwe,Silobela,Zibagwe RDC,15,Batanai Primary School,5800ZBG1501,1,117,2,0,0,3,0,7,0,0,0,0,1,1,637,2,0,2,0,1,2,0,0,12,0,788,776
Kwekwe,Silobela,Zibagwe RDC,15,Mutimutema Primary School,5800ZBG1502,2,47,0,0,0,2,2,1,0,2,1,0,0,0,480,1,0,0,0,5,1,0,0,11,0,555,544
Kwekwe,Silobela,Zibagwe RDC,15,Rusununguko Primary School,5800ZBG1503,4,152,3,0,0,3,2,6,0,1,2,0,0,0,456,4,2,1,0,1,0,1,0,11,0,649,638
Kwekwe,Silobela,Zibagwe RDC,15,Somoza Primary School,5800ZBG1504,2,78,5,0,1,1,3,5,1,0,1,0,1,0,265,2,0,0,0,1,2,0,1,10,0,379,369
Kwekwe,Silobela,Zibagwe RDC,15,Sunganai Primary School,5800ZBG1505,0,61,1,0,0,0,0,3,0,0,0,0,0,1,199,0,1,0,0,0,0,0,2,9,0,277,268
,,,,5 Polling Stations,Ward Total,9,455,11,0,1,9,7,22,1,3,4,0,2,2,2037,9,3,3,0,8,5,1,3,53,0,2648,2595
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwekwe,Silobela,Zibagwe RDC,17,Dendera Clinic,5800ZBG1701,1,98,6,0,1,4,1,11,2,1,1,0,0,3,318,2,0,1,4,2,1,0,0,9,0,466,457
Kwekwe,Silobela,Zibagwe RDC,17,Gwarazimba Business Centre Tent,5800ZBG1702,0,12,2,0,0,1,0,1,0,0,0,0,0,0,174,1,0,0,0,0,1,0,0,6,0,198,192
Kwekwe,Silobela,Zibagwe RDC,17,Mabhidhli Primary School,5800ZBG1703,3,137,3,0,0,1,0,5,0,0,0,1,1,2,210,0,1,0,0,2,0,0,1,7,0,374,367
Kwekwe,Silobela,Zibagwe RDC,17,Mawolokhohlo Primary School,5800ZBG1704,2,176,4,0,1,4,0,20,0,0,0,1,0,0,68,6,0,0,0,1,0,1,1,7,0,292,285
Kwekwe,Silobela,Zibagwe RDC,17,Mkobogwe Primary School,5800ZBG1705,0,211,6,1,1,3,4,18,1,1,1,0,1,2,238,5,1,3,3,0,3,1,3,17,0,524,507
Kwekwe,Silobela,Zibagwe RDC,17,Tshapewa Primary School,5800ZBG1706,4,192,3,0,0,2,1,10,1,1,1,0,0,0,90,6,1,1,0,1,0,2,1,15,0,332,317
,,,,6 Polling Stations,Ward Total,10,826,24,1,3,15,6,65,4,3,3,2,2,7,1098,20,3,5,7,6,5,4,6,61,0,2186,2125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwekwe,Silobela,Zibagwe RDC,18,Gobo Primary School,5800ZBG1801,1,144,2,0,1,1,0,7,0,0,0,0,0,0,250,1,0,0,0,0,0,1,1,10,0,419,409
Kwekwe,Silobela,Zibagwe RDC,18,Mkuhlani Roman Catholic Church,5800ZBG1802,0,57,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,1,0,157,156
Kwekwe,Silobela,Zibagwe RDC,18,St Alois Roman Catholic Church,5800ZBG1803,5,201,0,2,0,1,1,6,1,1,0,0,0,0,242,1,0,0,2,1,2,2,0,4,0,472,468
,,,,3 Polling Stations,Ward Total,6,402,2,2,1,2,1,13,1,1,0,0,0,0,591,2,0,0,2,1,2,3,1,15,0,1048,1033
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwekwe,Silobela,Zibagwe RDC,19,Exchange Irrigation Hall,5800ZBG1901,0,91,1,0,0,1,0,3,0,0,0,0,0,0,108,1,0,1,0,0,0,0,0,4,0,210,206
Kwekwe,Silobela,Zibagwe RDC,19,Ruya Primary School,5800ZBG1902,1,245,0,0,0,2,3,5,1,0,0,0,0,0,467,2,0,1,2,1,0,0,1,10,0,741,731
Kwekwe,Silobela,Zibagwe RDC,19,Seanga Primary School,5800ZBG1903,0,58,3,0,0,0,0,2,0,0,0,0,0,0,72,0,1,0,0,0,0,0,0,0,0,136,136
,,,,3 Polling Stations,Ward Total,1,394,4,0,0,3,3,10,1,0,0,0,0,0,647,3,1,2,2,1,0,0,1,14,0,1087,1073
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwekwe,Silobela,Zibagwe RDC,20,Jena Mine Primary School,5800ZBG2001,0,263,0,0,0,0,0,3,0,0,0,0,0,0,54,1,0,2,0,1,0,0,0,2,0,326,324
Kwekwe,Silobela,Zibagwe RDC,20,Python Mine Tent,5800ZBG2002,0,136,1,1,0,0,1,1,0,0,0,0,0,1,90,0,0,1,0,1,0,0,0,5,0,238,233
Kwekwe,Silobela,Zibagwe RDC,20,Simana Primary School,5800ZBG2003 A,1,276,1,0,0,0,0,8,0,0,0,0,1,0,111,2,2,1,0,1,1,1,0,12,0,418,406
Kwekwe,Silobela,Zibagwe RDC,20,Simana Primary School,5800ZBG2003 B,0,300,0,1,1,2,0,2,0,1,0,2,0,0,73,3,0,6,1,0,1,0,1,8,0,402,394
Kwekwe,Silobela,Zibagwe RDC,20,St. Michael's Mbombela Primary School,5800ZBG2004,0,168,2,0,1,2,0,7,0,0,0,0,0,1,86,2,0,1,2,0,2,1,0,3,0,278,275
,,,,5 Polling Stations,Ward Total,1,1143,4,2,2,4,1,21,0,1,0,2,1,2,414,8,2,11,3,3,4,2,1,30,0,1662,1632
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwekwe,Silobela,Zibagwe RDC,21,Bambanani St Peters Primary School,5800ZBG2101 A,2,165,5,0,1,1,0,9,1,1,1,0,0,1,334,0,0,0,0,1,0,1,1,19,0,543,524
Kwekwe,Silobela,Zibagwe RDC,21,Bambanani St Peters Primary School,5800ZBG2101 B,1,136,3,0,2,0,2,7,0,1,1,0,0,0,357,2,0,2,0,1,0,0,1,17,0,533,516
Kwekwe,Silobela,Zibagwe RDC,21,Fatima Primary School,5800ZBG2102 A,3,291,2,0,1,2,0,5,1,0,1,0,0,1,181,1,2,0,0,0,0,1,2,11,0,505,494
Kwekwe,Silobela,Zibagwe RDC,21,Fatima Primary School,5800ZBG2102 B,1,303,0,0,1,0,1,10,1,2,2,0,0,1,195,3,1,2,1,0,1,0,0,9,0,534,525
Kwekwe,Silobela,Zibagwe RDC,21,Khanye Primary School,5800ZBG2103,1,192,0,0,0,0,0,3,0,0,1,0,0,0,86,2,0,0,1,0,0,1,0,8,0,295,287
