BULAWAYO METROPOLITAN PROVINCE 2018 HARMONISED PRESIDENTIAL ELECTION RESULTS: 30 JULY 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,CONSTITUENCY ,LOCAL AUTHORITY,WARD NO.,POLLING STATIONS,STATION CODE,Busha Joseph Makamba FreeZim Congress,Chamisa Nelson MDC Alliance,Chikanga  Everisto Washington Rebuild Zimbabwe,Dzapasi Melbah # 1980 Freedom Movement Zimbabwe,Gava Peter Mapfumo UDF,Hlabangana Kwanele RPZ,Kasiyamhuru Blessing ZPP,Khupe Thokozani MDC-T,Madhuku Lovemore NCA,Mangoma Elton Steers Coalition of Democrats,Manyika Noah Ngoni BZA,Mapfumo Chiguvare Tonderayi Johannes Timothy PPPZ,MARIYACHA Violet UDM,Mhambi-Hove Divine NAPDR,Mnangagwa Emmerson Dambudzo ZANU PF,Moyo Donald Nkosana APA,Mteki Bryn Taurai Independent,Mugadza Willard Tawonezvi BCP,Mujuru Joice Teurai Ropa PRC,Munyanduri Tenda Peter NPF,MutinhirI Ambrose NPF,Shumba Kuzozvirava Doniel UDA,Wilson Peter Harry DOP,Total Votes Rejected ,Ballot Paper Unaccounted for,Total Votes Cast,Total Valid Votes Cast
Bulawayo,Bulawayo South,Bulawayo Municipality,21,Masuku B Primary School A,0801BYO2110 A,2,320,1,0,0,0,0,25,0,1,0,0,0,0,131,1,0,1,2,0,0,0,0,3,0,487,484
Bulawayo,Bulawayo South,Bulawayo Municipality,21,Masuku B Primary School B,0801BYO2110 B,0,330,2,0,0,0,0,26,0,0,0,0,0,0,129,2,0,0,1,0,1,0,0,2,0,493,491
Bulawayo,Bulawayo South,Bulawayo Municipality,21,Mhlahlandlela Pre-School,0801BYO2111,1,279,0,0,0,0,0,17,0,0,0,0,0,0,110,1,0,0,0,0,0,1,0,2,0,411,409
Bulawayo,Bulawayo South,Bulawayo Municipality,21,Sizinda Hall A,0801BYO2112 A,2,465,1,0,0,0,0,16,0,0,0,0,0,0,160,2,0,1,9,0,0,0,0,4,0,660,656
Bulawayo,Bulawayo South,Bulawayo Municipality,21,Sizinda Hall B,0801BYO2112 B,0,457,1,0,0,0,4,10,0,0,0,0,0,0,152,0,0,1,6,0,0,0,0,4,0,635,631
Bulawayo,Bulawayo South,Bulawayo Municipality,21,Sizinda Pre-School,0801BYO2113,1,451,0,0,0,1,1,15,0,1,0,0,0,0,164,3,0,1,6,0,0,0,0,10,0,654,644
Bulawayo,Bulawayo South,Bulawayo Municipality,21,Tshabalala Ext Shopping Centre,0801BYO2114,1,423,1,0,0,0,2,14,0,0,0,0,0,0,158,3,0,0,6,0,1,0,0,2,0,611,609
,,,,19 Polling Stations,Ward total,15,"6,711",15,1,2,9,13,229,0,3,3,2,1,1,"2,569",28,2,12,97,1,4,4,1,66,1,"9,789","9,723"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Bulawayo South ConstituencyTotal,,21,"9,853",25,2,3,15,23,308,1,3,8,4,2,1,"3,939",77,3,16,108,6,10,5,5,112,2,"14,550","14,438"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Emakhandeni-Entumbane Constituency,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulawayo,Emakhandeni-Entumbane,Bulawayo Municipality,10,Entumbane High School A,0801BYO1001 A,1,528,1,0,0,0,0,12,0,0,0,0,0,0,166,1,1,2,1,0,1,0,1,7,0,722,715
Bulawayo,Emakhandeni-Entumbane,Bulawayo Municipality,10,Entumbane High School B,0801BYO1001 B,0,547,0,0,0,0,1,9,0,1,0,0,0,0,150,4,0,2,1,0,1,0,0,5,0,721,716
Bulawayo,Emakhandeni-Entumbane,Bulawayo Municipality,10,Entumbane Hall A,0801BYO1002 A,2,488,1,0,1,0,2,8,1,0,0,0,0,0,185,3,0,0,1,0,0,0,1,5,0,698,693
Bulawayo,Emakhandeni-Entumbane,Bulawayo Municipality,10,Entumbane Hall B,0801BYO1002 B,2,484,3,0,0,1,0,20,1,0,0,0,0,0,174,3,0,1,3,0,0,0,2,5,0,699,694
Bulawayo,Emakhandeni-Entumbane,Bulawayo Municipality,10,Entumbane Hall C,0801BYO1002 C,2,479,2,1,1,4,5,12,1,0,0,0,0,0,153,4,0,1,1,1,0,2,0,5,0,674,669
Bulawayo,Emakhandeni-Entumbane,Bulawayo Municipality,10,Mthombowesizwe A Primary School A,0801BYO1003 A,3,436,1,0,0,0,1,13,1,0,0,0,0,1,160,2,0,0,1,0,0,0,0,6,0,625,619
Bulawayo,Emakhandeni-Entumbane,Bulawayo Municipality,10,Mthombowesizwe A Primary School B,0801BYO1003 B,3,457,1,0,0,1,0,18,0,0,0,0,0,0,149,0,0,0,3,1,0,0,1,4,0,638,634
Bulawayo,Emakhandeni-Entumbane,Bulawayo Municipality,10,Mthombowesizwe B Primary School A,0801BYO1004 A,1,336,0,0,0,0,2,9,0,0,0,0,0,0,115,0,0,0,2,0,0,0,0,6,0,471,465
Bulawayo,Emakhandeni-Entumbane,Bulawayo Municipality,10,Mthombowesizwe B Primary School B,0801BYO1004 B,1,342,1,1,0,2,2,11,0,0,0,1,0,0,104,2,0,0,1,0,0,0,0,2,0,470,468
Bulawayo,Emakhandeni-Entumbane,Bulawayo Municipality,10,Ntabeni Primary School A,0801BYO1005 A,1,325,1,1,0,1,0,11,0,0,0,0,1,0,141,1,0,0,0,0,0,0,0,8,0,491,483
Bulawayo,Emakhandeni-Entumbane,Bulawayo Municipality,10,Ntabeni Primary School B,0801BYO1005 B,1,354,0,0,0,0,0,7,0,0,2,1,0,0,136,0,0,0,2,0,1,0,0,6,0,510,504
Bulawayo,Emakhandeni-Entumbane,Bulawayo Municipality,10,Yona Shopping Centre Tent A,0801BYO1007 A,0,307,0,0,0,1,0,3,0,0,0,0,0,0,128,2,0,0,2,0,1,0,1,10,0,455,445
Bulawayo,Emakhandeni-Entumbane,Bulawayo Municipality,10,Yona Shopping Centre Tent B,0801BYO1007 B,0,319,1,0,0,0,0,13,0,0,0,0,0,0,133,3,0,1,1,0,0,0,0,4,0,475,471
Bulawayo,Emakhandeni-Entumbane,Bulawayo Municipality,10,Zulukandaba A Primary School A,0801BYO1008 A,1,468,2,0,0,0,0,11,0,0,0,0,0,0,165,2,0,1,1,0,0,2,0,6,0,659,653
Bulawayo,Emakhandeni-Entumbane,Bulawayo Municipality,10,Zulukandaba A Primary School B,0801BYO1008 B,1,453,2,0,1,0,2,13,1,1,0,1,0,0,156,5,0,0,1,0,1,1,1,8,0,648,640
Bulawayo,Emakhandeni-Entumbane,Bulawayo Municipality,10,Zulukandaba B Primary School,0801BYO1009,2,326,4,1,1,1,1,8,1,0,0,0,0,0,100,1,0,2,0,0,0,0,0,6,0,454,448
,,,,16 Polling Stations,Ward Totals,21,"6,649",20,4,4,11,16,178,6,2,2,3,1,1,"2,315",33,1,10,21,2,5,5,7,93,0,"9,410","9,317"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulawayo,Emakhandeni-Entumbane,Bulawayo Municipality,11,Easy Pick Shopping Centre Tent A,0801BYO1101 A,1,300,0,1,1,3,0,9,1,0,0,0,0,1,145,4,0,1,6,1,1,0,0,1,0,476,475
Bulawayo,Emakhandeni-Entumbane,Bulawayo Municipality,11,Easy Pick Shopping Centre Tent B,0801BYO1101 B,1,291,3,0,0,5,2,8,0,0,1,0,2,0,142,2,1,0,2,0,0,0,0,5,0,465,460
Bulawayo,Emakhandeni-Entumbane,Bulawayo Municipality,11,Emakhandeni Hall,0801BYO1102,1,281,1,0,0,1,0,17,0,0,0,0,0,0,105,1,0,0,2,1,3,0,0,3,0,416,413
Bulawayo,Emakhandeni-Entumbane,Bulawayo Municipality,11,Emakhandeni A Primary School A,0801BYO1103 A,0,305,3,0,0,2,0,19,0,0,0,0,0,0,108,1,0,0,6,0,0,0,2,3,0,449,446
Bulawayo,Emakhandeni-Entumbane,Bulawayo Municipality,11,Emakhandeni A Primary School B,0801BYO1103 B,2,306,1,0,2,1,0,8,0,0,0,0,0,0,113,0,0,0,4,0,0,1,0,4,0,442,438
Bulawayo,Emakhandeni-Entumbane,Bulawayo Municipality,11,Emakhandeni B Primary School,0801BYO1104,0,114,1,0,0,0,0,8,0,0,0,0,0,0,80,3,0,0,1,0,0,0,0,2,0,209,207
Bulawayo,Emakhandeni-Entumbane,Bulawayo Municipality,11,Emakhandeni A Secondary School A,0801BYO1105 A,2,313,1,0,1,1,0,7,1,1,0,0,0,0,101,1,0,1,2,0,2,0,0,5,1,439,434
Bulawayo,Emakhandeni-Entumbane,Bulawayo Municipality,11,Emakhandeni A Secondary School B,0801BYO1105 B,1,334,0,0,0,1,1,8,0,0,0,0,0,0,88,0,1,1,3,0,1,0,1,6,0,446,440
Bulawayo,Emakhandeni-Entumbane,Bulawayo Municipality,11,Emakhandeni B Secondary School,0801BYO1106,1,187,1,0,0,0,1,5,0,0,0,0,0,0,55,0,0,0,2,0,0,0,0,2,0,254,252
Bulawayo,Emakhandeni-Entumbane,Bulawayo Municipality,11,Josiah Chinamano Primary School,0801BYO1107,0,243,1,2,0,0,0,10,0,0,0,0,0,0,103,1,0,0,3,1,1,0,0,8,0,373,365
Bulawayo,Emakhandeni-Entumbane,Bulawayo Municipality,11,Mawunga Shopping Centre Tent A,0801BYO1108 A,0,358,0,1,0,1,3,10,0,0,1,0,0,0,136,4,0,0,8,0,1,0,0,3,0,526,523
Bulawayo,Emakhandeni-Entumbane,Bulawayo Municipality,11,Mawunga Shopping Centre Tent B,0801BYO1108 B,1,349,0,0,0,0,1,12,0,0,0,0,1,0,126,5,0,1,8,0,0,0,1,6,0,511,505
Bulawayo,Emakhandeni-Entumbane,Bulawayo Municipality,11,Mtshingwe A Primary School,0801BYO1109,1,292,0,0,0,1,1,4,0,0,0,0,0,0,70,3,0,0,7,0,0,0,1,5,0,385,380
Bulawayo,Emakhandeni-Entumbane,Bulawayo Municipality,11,Mtshingwe B Primary School,0801BYO1110,0,65,0,0,1,0,1,1,0,0,0,0,0,0,20,1,0,0,1,1,0,0,0,0,0,91,91
Bulawayo,Emakhandeni-Entumbane,Bulawayo Municipality,11,Woza Woza Shopping Centre Tent,0801BYO1111,2,450,0,0,0,2,0,21,1,0,0,0,0,0,200,3,0,1,0,1,0,1,1,6,0,689,683
,,,,15 Polling Stations,Ward Totals,13,"4,188",12,4,5,18,10,147,3,1,2,0,3,1,"1,592",29,2,5,55,5,9,2,6,59,1,"6,171","6,112"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Emakhandeni-Entumbane Constituency Total,,34,"10,837",32,8,9,29,26,325,9,3,4,3,4,2,"3,907",62,3,15,76,7,14,7,13,152,1,"15,581","15,429"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Lobengula Constituency,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulawayo,Lobengula,Bulawayo Municipality,12,Helemu Primary School A,0801BYO1201 A,0,361,1,1,0,1,0,11,0,0,0,0,1,0,136,2,0,0,1,0,0,1,0,8,0,524,516
Bulawayo,Lobengula,Bulawayo Municipality,12,Helemu Primary School B,0801BYO1201 B,2,338,0,0,0,4,0,18,0,0,0,0,0,0,152,3,0,0,4,1,0,0,0,4,0,526,522
Bulawayo,Lobengula,Bulawayo Municipality,12,Ingubo Primary School,0801BYO1202,0,366,1,1,0,4,1,14,0,0,1,1,0,0,166,0,1,2,2,0,0,1,0,11,0,572,561
Bulawayo,Lobengula,Bulawayo Municipality,12,Insukamini Primary School,0801BYO1203,1,393,1,0,0,0,1,11,0,0,0,0,1,0,159,3,0,0,1,1,0,0,0,9,0,581,572
Bulawayo,Lobengula,Bulawayo Municipality,12,Lobengula A Secondary School,0801BYO1204,0,388,0,0,0,2,0,9,2,0,0,0,0,0,157,2,0,2,4,1,0,0,0,2,0,569,567
Bulawayo,Lobengula,Bulawayo Municipality,12,Lobengula B Secondary School,0801BYO1205,1,180,1,0,0,1,0,6,0,0,0,0,2,0,95,0,0,0,0,0,0,1,0,1,0,288,287
Bulawayo,Lobengula,Bulawayo Municipality,12,Lutheran Church,0801BYO1206,2,394,2,1,0,0,0,12,0,0,0,0,0,1,188,1,0,0,2,1,0,0,0,6,0,610,604
Bulawayo,Lobengula,Bulawayo Municipality,12,Mpande Youth Centre,0801BYO1207,0,222,0,0,0,0,0,11,0,0,0,1,0,0,117,3,0,1,4,0,0,0,0,5,0,364,359
Bulawayo,Lobengula,Bulawayo Municipality,12,Mtshede A Primary School,0801BYO1208,1,458,0,0,0,2,1,18,0,0,0,1,0,0,226,2,1,0,6,0,0,0,1,11,0,728,717
Bulawayo,Lobengula,Bulawayo Municipality,12,Mtshede B Primary School,0801BYO1209,0,171,0,0,1,1,0,11,0,1,0,0,0,0,114,2,0,0,3,0,0,1,0,0,0,305,305
Bulawayo,Lobengula,Bulawayo Municipality,12,Njube Hall,0801BYO1210,3,326,2,0,0,2,0,10,1,2,0,1,0,0,186,2,0,2,3,1,0,0,1,1,0,543,542
Bulawayo,Lobengula,Bulawayo Municipality,12,Njube High School,0801BYO1211,3,491,2,0,0,2,0,26,0,0,0,0,0,0,228,5,0,0,9,2,0,0,1,4,0,773,769
Bulawayo,Lobengula,Bulawayo Municipality,12,Nyamande Primary School A,0801BYO1212 A,2,437,1,0,1,3,1,15,1,0,0,0,1,0,236,1,0,0,2,0,0,1,0,9,0,711,702
Bulawayo,Lobengula,Bulawayo Municipality,12,Nyamande Primary School B,0801BYO1212 B,1,454,0,0,1,1,0,24,0,0,0,0,1,0,209,2,0,2,5,0,0,0,0,4,0,704,700
Bulawayo,Lobengula,Bulawayo Municipality,12,Nyamande Primary School C,0801BYO1212 C,1,418,1,0,1,2,0,30,0,1,0,0,1,0,211,2,0,2,7,2,0,2,1,6,0,688,682
,,,,15 Polling Stations,Ward Totals,17,"5,397",12,3,4,25,4,226,4,4,1,4,7,1,"2,580",30,2,11,53,9,0,7,4,81,0,"8,486","8,405"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulawayo,Lobengula,Bulawayo Municipality,14,Inkanyezi Primary School A,0801BYO1401 A,4,532,0,0,0,3,2,10,0,0,0,1,1,1,244,1,1,1,4,0,0,1,2,4,1,812,808
Bulawayo,Lobengula,Bulawayo Municipality,14,Inkanyezi Primary School B,0801BYO1401 B,2,546,3,0,0,7,0,15,1,0,4,0,2,1,201,3,0,2,3,1,1,0,2,7,0,801,794
Bulawayo,Lobengula,Bulawayo Municipality,14,Inkanyezi Primary School C,0801BYO1401 C,3,564,1,0,0,2,1,17,0,0,2,0,1,0,191,2,0,0,4,0,0,2,3,8,0,801,793
Bulawayo,Lobengula,Bulawayo Municipality,14,Konron Shopping Centre A,0801BYO1402 A,3,307,2,0,0,1,1,10,0,0,0,0,0,0,132,2,1,0,4,0,0,0,1,0,0,464,464
Bulawayo,Lobengula,Bulawayo Municipality,14,Konron Shopping Centre B,0801BYO1402 B,0,298,1,0,0,0,1,17,0,2,1,0,1,1,133,1,0,1,2,0,0,0,0,4,0,463,459
Bulawayo,Lobengula,Bulawayo Municipality,14,Lobengula Esiqongweni,0801BYO1403,2,157,1,0,0,2,0,9,0,0,0,0,0,0,80,1,1,0,0,0,0,0,0,7,0,260,253
Bulawayo,Lobengula,Bulawayo Municipality,14,Lobengula Hall A,0801BYO1404 A,1,347,0,0,0,0,0,24,0,0,0,0,0,0,145,1,0,0,6,1,0,0,3,3,0,531,528
Bulawayo,Lobengula,Bulawayo Municipality,14,Lobengula Hall B,0801BYO1404 B,2,336,1,0,0,3,1,10,0,0,0,0,0,0,153,3,1,0,0,0,0,1,1,2,0,514,512
Bulawayo,Lobengula,Bulawayo Municipality,14,Mawaba Primary School,0801BYO1405,3,506,1,0,0,3,2,15,0,0,0,0,0,1,176,10,0,0,1,1,1,0,1,6,0,727,721
Bulawayo,Lobengula,Bulawayo Municipality,14,Sikhulile Secondary School A,0801BYO1406 A,1,317,0,2,0,0,2,7,0,0,0,0,2,0,127,4,0,0,3,1,0,0,0,6,0,472,466
Bulawayo,Lobengula,Bulawayo Municipality,14,Sikhulile Secondary School B,0801BYO1406 B,0,313,0,1,0,1,0,12,0,0,0,0,0,0,115,8,0,0,2,0,0,1,0,5,0,458,453
Bulawayo,Lobengula,Bulawayo Municipality,14,Miracles of Seed Faith Church,0801BYO1407,0,194,2,2,0,0,0,6,0,0,0,0,0,0,96,0,0,0,4,1,0,1,0,0,0,306,306
,,,,12 Polling Stations,Ward Totals,21,"4,417",12,5,0,22,10,152,1,2,7,1,7,4,"1,793",36,4,4,33,5,2,6,13,52,1,"6,609","6,557"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Lobengula Constituency Totals,,38,"9,814",24,8,4,47,14,378,5,6,8,5,14,5,"4,373",66,6,15,86,14,2,13,17,133,1,"15,095","14,962"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,, ,,Luveve Constituency,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulawayo,Luveve,Bulawayo Municipality,15,Luveve Beit Hall,0801BYO1501,1,272,1,0,0,0,0,23,0,0,0,0,0,0,114,5,0,0,3,0,0,0,0,5,0,424,419
Bulawayo,Luveve,Bulawayo Municipality,15,Luveve A Primary School,0801BYO1502,0,266,0,0,0,0,0,21,0,0,0,0,0,0,113,2,0,1,0,1,0,0,0,4,0,408,404
Bulawayo,Luveve,Bulawayo Municipality,15,Luveve B Primary School,0801BYO1503,1,179,0,0,0,0,1,9,0,0,0,0,0,2,117,1,0,1,0,0,0,0,0,3,0,314,311
Bulawayo,Luveve,Bulawayo Municipality,15,Mafakela A Primary School,0801BYO1504,0,359,2,1,0,2,0,28,0,0,0,0,1,0,164,5,0,2,8,0,0,0,0,3,0,575,572
Bulawayo,Luveve,Bulawayo Municipality,15,Mafakela B Primary School,0801BYO1505,1,225,1,0,0,2,0,16,0,0,0,0,0,0,104,2,0,0,7,0,0,0,1,3,0,362,359
Bulawayo,Luveve,Bulawayo Municipality,15,Matshayisikhova A Primary School,0801BYO1506,1,344,1,0,1,0,0,31,1,0,0,2,0,0,131,5,0,0,23,0,0,2,1,6,0,549,543
Bulawayo,Luveve,Bulawayo Municipality,15,Matshayisikhova B Primary School,0801BYO1507,0,103,0,0,0,0,0,13,0,0,0,0,0,0,43,0,0,0,2,0,0,0,0,0,0,161,161
Bulawayo,Luveve,Bulawayo Municipality,15,Imbizo A Primary School,0801BYO1508,1,428,3,0,0,3,0,53,0,0,0,0,0,0,212,2,0,0,4,2,0,0,0,4,0,712,708
Bulawayo,Luveve,Bulawayo Municipality,15,Imbizo B Primary School,0801BYO1509,1,182,0,0,0,0,0,17,0,1,1,0,0,0,61,2,0,2,10,0,0,0,0,4,0,281,277
Bulawayo,Luveve,Bulawayo Municipality,15,Mpofu Shopping Centre Tent,0801BYO1510,0,362,0,2,0,0,1,19,0,1,2,0,0,0,140,7,0,0,0,0,0,0,0,3,0,537,534
Bulawayo,Luveve,Bulawayo Municipality,15,Percy Ibboston Primary School,0801BYO1511,0,123,0,0,0,2,1,1,0,0,0,0,0,0,34,3,0,0,0,0,0,0,0,3,0,167,164
,,,,11 Polling Stations,Ward Total,6,"2,843",8,3,1,9,3,231,1,2,3,2,1,2,"1,233",34,0,6,57,3,0,2,2,38,0,"4,490","4,452"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulawayo,Luveve,Bulawayo Municipality,16,Fusi A Primary School A,0801BYO1601 A,2,409,1,1,3,1,0,19,0,0,0,0,1,0,149,9,0,0,3,0,0,0,0,4,0,602,598
Bulawayo,Luveve,Bulawayo Municipality,16,Fusi A Primary School B,0801BYO1601 B,1,409,0,0,1,0,0,16,0,0,0,0,0,0,143,4,0,0,4,1,0,0,0,6,0,585,579
Bulawayo,Luveve,Bulawayo Municipality,16,Fusi B Primary School,0801BYO1602,0,213,0,0,0,0,1,20,0,0,0,0,0,0,51,0,0,0,4,0,0,0,0,3,0,292,289
Bulawayo,Luveve,Bulawayo Municipality,16,Gwabalanda Pre-School A,0801BYO1603 A,0,313,0,0,0,0,0,10,0,0,0,0,0,0,112,3,0,0,2,0,0,0,0,4,0,444,440
Bulawayo,Luveve,Bulawayo Municipality,16,Gwabalanda Pre-School B,0801BYO1603 B,3,320,0,0,0,0,0,16,0,0,0,0,0,0,90,4,0,1,1,0,0,0,0,2,0,437,435
Bulawayo,Luveve,Bulawayo Municipality,16,Inyanda A Secondary School A,0801BYO1604 A,0,325,0,0,0,0,0,7,2,0,0,0,0,0,116,8,0,0,2,0,1,1,0,4,0,466,462
Bulawayo,Luveve,Bulawayo Municipality,16,Inyanda A Secondary School B,0801BYO1604 B,2,322,0,0,0,0,1,12,1,0,0,0,1,0,103,4,0,0,5,2,0,0,0,8,0,461,453
Bulawayo,Luveve,Bulawayo Municipality,16,Inyanda B Secondary School,0801BYO1605,0,177,0,0,0,0,1,10,1,0,0,0,0,0,56,2,0,0,0,0,0,0,0,2,0,249,247
Bulawayo,Luveve,Bulawayo Municipality,16,Inzwananzi A Primary School A,0801BYO1606 A,1,378,1,0,1,2,1,19,1,0,0,0,0,0,111,2,0,0,1,0,1,0,0,4,0,523,519
Bulawayo,Luveve,Bulawayo Municipality,16,Inzwananzi A Primary School B,0801BYO1606 B,0,398,1,3,1,0,1,19,1,0,0,0,0,0,107,3,0,0,5,1,0,1,0,2,0,543,541
Bulawayo,Luveve,Bulawayo Municipality,16,Inzwananzi B Primary School,0801BYO1607,2,369,1,0,1,3,1,13,0,0,0,0,0,1,130,3,0,0,2,0,0,0,0,1,0,527,526
Bulawayo,Luveve,Bulawayo Municipality,16,PWD Luveve Depot,0801BYO1608,0,139,0,1,0,2,0,2,0,0,0,0,0,0,46,1,0,0,3,0,0,0,1,2,0,197,195
,,,,12 Polling Stations,Ward Total,11,"3,772",4,5,7,8,6,163,6,0,0,0,2,1,"1,214",43,0,1,32,4,2,2,1,42,0,"5,326","5,284"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulawayo,Luveve,Bulawayo Municipality,28,Church (stand 5292) Tent,0801BYO2801,2,406,1,0,0,4,2,6,0,1,0,0,0,1,195,2,0,1,2,0,0,0,1,9,0,633,624
Bulawayo,Luveve,Bulawayo Municipality,28,Church of God Tent,0801BYO2802,0,284,0,0,0,0,1,9,0,0,0,0,0,0,98,3,0,0,14,0,0,1,0,3,0,413,410
Bulawayo,Luveve,Bulawayo Municipality,28,Cowdray Park Bus Terminus Tent A,0801BYO2803 A,2,402,2,0,0,2,1,15,0,0,1,1,0,0,167,8,1,0,5,0,0,1,0,3,0,611,608
Bulawayo,Luveve,Bulawayo Municipality,28,Cowdray Park Bus Terminus Tent B,0801BYO2803 B,1,413,1,0,0,4,2,15,0,0,0,0,0,0,156,2,0,0,1,0,1,0,0,2,0,598,596
Bulawayo,Luveve,Bulawayo Municipality,28,Cowdray Park Housing Office,0801BYO2804,3,418,1,1,0,5,3,26,1,1,0,0,0,0,220,3,1,1,1,0,0,0,0,3,0,688,685
Bulawayo,Luveve,Bulawayo Municipality,28,Cowdray Park A Primary School A,0801BYO2805 A,0,443,1,0,2,2,2,22,0,0,0,0,0,0,202,1,0,2,1,0,0,1,0,4,0,683,679
Bulawayo,Luveve,Bulawayo Municipality,28,Cowdray Park A Primary School B,0801BYO2805 B,3,455,1,0,0,0,4,18,1,1,0,0,1,1,201,0,0,1,1,0,1,0,1,2,0,692,690
Bulawayo,Luveve,Bulawayo Municipality,28,Cowdray Park B Primary School,0801BYO2806,2,297,1,0,0,0,1,14,0,0,1,0,0,0,141,0,1,1,6,0,0,0,0,3,0,468,465
Bulawayo,Luveve,Bulawayo Municipality,28,Cowdray Park A Secondary School,0801BYO2807,1,454,0,0,0,0,2,11,0,0,0,0,0,0,171,4,0,1,2,0,0,2,0,8,0,656,648
Bulawayo,Luveve,Bulawayo Municipality,28,Cowdray Park B Secondary School,0801BYO2808,0,141,0,0,0,0,0,4,0,0,0,0,0,0,54,1,0,0,0,0,0,0,0,4,0,204,200
Bulawayo,Luveve,Bulawayo Municipality,28,Happy day Pre-School,0801BYO2809,2,383,3,0,0,3,0,12,0,1,0,0,0,0,141,5,0,2,0,0,0,1,0,7,0,560,553
Bulawayo,Luveve,Bulawayo Municipality,28,Hlalanikuhle Phetsheya 1 Tent (7841),0801BYO2810,1,493,1,0,0,0,4,18,1,0,0,0,0,1,202,4,0,0,5,0,0,0,1,8,0,739,731
Bulawayo,Luveve,Bulawayo Municipality,28,Hlalanikuhle Phetsheya 2 Tent(18739),0801BYO2811,1,358,2,1,1,0,2,21,0,1,0,0,0,0,158,2,1,0,8,0,0,0,0,6,0,562,556
Bulawayo,Luveve,Bulawayo Municipality,28,Hlalanikuhele Phetsheya 3 Tent (19756),0801BYO2812,1,390,0,0,0,1,4,25,0,1,0,0,0,0,163,0,1,1,5,0,0,0,1,5,0,598,593
Bulawayo,Luveve,Bulawayo Municipality,28,Hlalanikuhle Phetsheya 4 Tent (21301),0801BYO2813,3,491,1,0,0,5,5,12,0,0,0,0,0,0,207,1,1,0,8,0,0,0,0,15,0,749,734
Bulawayo,Luveve,Bulawayo Municipality,28,Hlalanikuhle Phetsheya 5 Tent (16513),0801BYO2814,4,448,3,0,0,2,2,38,1,0,0,1,0,1,221,3,0,0,18,0,1,1,0,8,0,752,744
Bulawayo,Luveve,Bulawayo Municipality,28,Hlalanikuhle Phetsheya 6 Tent (11842),0801BYO2815,2,193,2,0,0,2,5,15,0,0,2,0,0,1,95,5,0,0,0,0,0,1,0,6,0,329,323
Bulawayo,Luveve,Bulawayo Municipality,28,Roman Catholic (Holy Trinity) Church A,0801BYO2816 A,0,288,1,1,0,1,1,16,0,0,0,0,0,0,125,0,0,1,1,1,0,0,0,7,0,443,436
Bulawayo,Luveve,Bulawayo Municipality,28,Roman Catholic (Holy Trinity) Church B,0801BYO2816 B,0,279,0,0,0,0,5,29,2,0,0,0,1,0,126,2,1,0,2,0,0,0,1,10,0,458,448
Bulawayo,Luveve,Bulawayo Municipality,28,Kuma (10) Water Point Tent,0801BYO2817,1,203,0,0,0,0,1,7,0,0,0,0,1,0,72,1,0,0,2,2,0,1,0,4,0,295,291
Bulawayo,Luveve,Bulawayo Municipality,28,Luveve High School,0801BYO2818,0,120,0,0,0,0,0,3,0,0,0,0,0,0,33,2,0,0,0,0,0,0,0,0,0,158,158
Bulawayo,Luveve,Bulawayo Municipality,28,Mahlathini A Primary School A,0801BYO2819 A,2,567,0,0,0,1,0,21,0,0,0,0,0,0,189,1,0,2,1,0,0,1,0,0,0,785,785
Bulawayo,Luveve,Bulawayo Municipality,28,Mahlathini A Primary School B,0801BYO2819 B,1,523,3,0,2,2,0,22,0,0,0,0,0,0,164,1,0,0,3,1,1,0,0,7,1,730,723
Bulawayo,Luveve,Bulawayo Municipality,28,Mahlathini A Primary School C,0801BYO2819 C,3,529,2,0,1,2,2,21,0,0,0,1,0,0,210,5,1,0,2,0,0,0,0,3,0,782,779
Bulawayo,Luveve,Bulawayo Municipality,28,Mahlathini B Primary School,0801BYO2820,1,112,0,0,0,0,1,5,0,0,0,0,0,0,37,0,0,0,1,0,0,1,0,1,0,159,158
Bulawayo,Luveve,Bulawayo Municipality,28,Mkhithika Thebe Primary School A,0801BYO2821 A,1,366,1,0,0,0,0,14,0,0,0,0,0,0,180,3,1,0,1,0,0,0,1,3,0,571,568
Bulawayo,Luveve,Bulawayo Municipality,28,Mkhithika Thebe Primary School B,0801BYO2821 B,2,397,0,0,0,1,1,16,0,0,0,0,1,0,141,4,0,1,3,0,0,0,0,5,0,572,567
