Chamisa, Mnagagwa, Mnagagwa - Chamisa, % Mnagagwa - Chamisa, DISTRICT,CONSTITUENCY,LOCAL AUTHORITY,WARD NO.,POLLING STATION,STATION CODE
16,709,693,95,Shamva,Shamva South,Chaminuka RDC,19,Mont Dor Mine Tent,6800CHA1904
15,554,539,94,Shamva,Shamva South,Chaminuka RDC,19,Shamva Mining Centre Hall,6800CHA1905
42,850,808,90,Shamva,Shamva South,Chaminuka RDC,20,Mushambanyama Primary School,6800CHA2002
9,262,253,93,Shamva,Shamva South,Chaminuka RDC,20,Carries Rest Tent,6800CHA2003
14,346,332,92,Shamva,Shamva South,Chaminuka RDC,20,Tafuna Hills Tent,6800CHA2004
23,396,373,89,Shamva,Shamva South,Chaminuka RDC,20,Chiraramo Primary School,6800CHA2005
14,336,322,92,Shamva,Shamva South,Chaminuka RDC,21,Bythorn ECD Centre,6800CHA2101
14,321,307,91,Shamva,Shamva South,Chaminuka RDC,21,Nyamadombo Resettlement Tent,6800CHA2102
9,477,468,96,Shamva,Shamva South,Chaminuka RDC,21,Karara Primary School,6800CHA2104
30,395,365,85,Shamva,Shamva South,Chaminuka RDC,23,Shamva LDV Primary School,6800CHA2302
39,398,359,82,Shamva,Shamva South,Chaminuka RDC,27,Mashambe Primary School,6800CHA2701
30,858,828,93,Shamva,Shamva South,Chaminuka RDC,27,Sanye Primary School,6800CHA2702
23,669,646,93,Shamva,Shamva South,Chaminuka RDC,27,Principe Irrigation Hall,6800CHA2703
35,474,439,86,Shamva,Shamva South,Chaminuka RDC,28,Gapara Business Centre Tent,6800CHA2802
31,528,497,88,Shamva,Shamva South,Chaminuka RDC,29,Richlands Farm Magobo Tent,6800CHA2904
152,14,-138,-83,Binga,Binga North,Binga RDC,2,Nakasako Primary School,0600BGA0203
352,23,-329,-87,Binga,Binga North,Binga RDC,4,Sinansengwe Primary School,0600BGA0404
499,24,-475,-90,Binga,Binga North,Binga RDC,6,Damba Primary School,0600BGA0601
409,28,-381,-87,Binga,Binga North,Binga RDC,6,Manjolo High School,0600BGA0602
551,49,-502,-83,Binga,Binga North,Binga RDC,6,Masibinta Secondary School,0600BGA0603
325,22,-303,-87,Binga,Binga North,Binga RDC,6,Musenampongo Primary School,0600BGA0604
454,40,-414,-83,Binga,Binga South,Binga RDC,14,Mulindi Primary School,0600BGA1404
432,28,-404,-87,Binga,Binga South,Binga RDC,15,Manseme Primary School,0600BGA1502
321,27,-294,-84,Binga,Binga South,Binga RDC,16,Muunde Primary School,0600BGA1606
445,22,-423,-90,Binga,Binga South,Binga RDC,20,Lubimbi Business Centre Tent,0600BGA2005
109,11,-98,-81,Binga,Binga South,Binga RDC,25,Katete Primary School,0600BGA2502
10,191,181,90,Bubi,Bubi,Bubi RDC,1,Abantukuqala Tent,3500BUB0101
15,238,223,88,Bubi,Bubi,Bubi RDC,1,Enaleni Primary School,3500BUB0103
18,388,370,91,Bubi,Bubi,Bubi RDC,1,Makhosini Primary School,3500BUB0105
4,55,51,86,Bubi,Bubi,Bubi RDC,3,Molo Wejiwa Primary School,3500BUB0304
13,145,132,83,Bubi,Bubi,Bubi RDC,10,Tshayile Primary School,3500BUB1003
8,320,312,95,Bubi,Bubi,Bubi RDC,20,Goodwood Magetsini Store Tent,3500BUB2001
15,221,206,87,Bubi,Bubi,Bubi RDC,20,Pengwani Primary School,3500BUB2004
9,172,163,90,Bubi,Bubi,Bubi RDC,20,Thuthukani Primary School,3500BUB2005
5,243,238,95,Bubi,Bubi,Bubi RDC,20,Zamani Primary School,3500BUB2006
9,215,206,91,Bubi,Bubi,Bubi RDC,21,Bubi Mine Tent,3500BUB2102
13,193,180,87,Bubi,Bubi,Bubi RDC,21,Dollar Block Tent,3500BUB2103
5,203,198,95,Bubi,Bubi,Bubi RDC,21,Ehlathini Farm Tent,3500BUB2104
7,410,403,96,Bubi,Bubi,Bubi RDC,21,Emhlabathini Primary School,3500BUB2105
20,415,395,90,Bubi,Bubi,Bubi RDC,21,Thame Primary School,3500BUB2107
27,270,243,81,Umguza,Bubi,Umguza RDC,10,Dundubala Primary School,8400UMG1002
612,57,-555,-82,Hwange,Hwange Central,Hwange Local Board,9,Old Stadium Ground Tent C,7901HLB0901 C
641,62,-579,-82,Hwange,Hwange Central,Hwange Local Board,11,Sir Humphrey Gibbs Primary School A,7901HLB1101 A
607,50,-557,-84,Hwange,Hwange Central,Hwange Local Board,20,St Mary's Primary School,7900HWA2003
186,7,-179,-92,Hwange,Hwange East,Hwange RDC,10,Nkandembwe Primary School,7900HWA1006
158,16,-142,-81,Hwange,Hwange East,Hwange RDC,11,Vunda Feeding Scheme Shed Tent,7900HWA1106
381,26,-355,-87,Hwange,Hwange East,Hwange RDC,14,Lambo Primary School,7900HWA1402
318,29,-289,-83,Binga,Binga South,Binga RDC,18,Simbala Primary School,0600BGA1804
30,365,335,84,Hwange,Hwange West,Hwange RDC,1,Matetsi Primary School,7900HWA0103
7,176,169,92,Hwange,Hwange West,Hwange RDC,1,Masuwe Primary School,7900HWA0104
9,126,117,86,Hwange,Hwange West,Hwange RDC,1,Sikabelo Resettlement Farm House,7900HWA0106
4,140,136,94,Lupane,Lupane West,Kusile RDC,24,Mqabuko Grounds Tent,4100KUS2404
12,115,103,81,Nkayi,Nkayi North,Nkayi RDC,9,Maphetshwane Borehole Tent,5300NKY0902
11,109,98,81,Tsholotsho,Tsholotsho South,Tsholotsho RDC,14,Lulwane Line Tent,7300TSH1402
5,82,77,88,Tsholotsho,Tsholotsho South,Tsholotsho RDC,14,Madabu Primary School,7300TSH1403
18,204,186,83,Tsholotsho,Tsholotsho South,Tsholotsho RDC,18,Nkunzi RG Sub-Office Tent,7300TSH1802
4,185,181,95,Tsholotsho,Tsholotsho South,Tsholotsho RDC,18,Thabayi Dip Tank Tent,7300TSH1803
3,42,39,86,Tsholotsho,Tsholotsho South,Tsholotsho RDC,20,Horton Primary School,7300TSH2001
3,166,163,96,Tsholotsho,Tsholotsho South,Tsholotsho RDC,20,Lushabe Primary School,7300TSH2002
5,109,104,91,Tsholotsho,Tsholotsho South,Tsholotsho RDC,20,Segewick Farm Tent,7300TSH2003
19,230,211,84,Tsholotsho,Tsholotsho South,Tsholotsho RDC,20,Sydney Malunga Primary School,7300TSH2004
19,284,265,87,Umguza,Umguza,Umguza RDC,9,Nganzimbi Primary School Tent,8400UMG0904
27,285,258,82,Umguza,Umguza,Umguza RDC,13,Magwadini,8400UMG1301
12,149,137,85,Umguza,Umguza,Umguza RDC,13,Seafield Valley Tent,8400UMG1303
7,89,82,85,Umguza,Umguza,Umguza RDC,14,Bantu Primary School Tent,8400UMG1402
14,177,163,85,Umguza,Umguza,Umguza RDC,14,Carlsvale Tent,8400UMG1403
11,127,116,84,Umguza,Umguza,Umguza RDC,14,Lonsdale Primary School Tent,8400UMG1407
12,188,176,88,Umguza,Umguza,Umguza RDC,14,Muntu Primary School,8400UMG1408
20,193,173,81,Umguza,Umguza,Umguza RDC,14,Redbank Primary School,8400UMG1409
43,475,432,83,Umguza,Umguza,Umguza RDC,19,Nganda Primary School,8400UMG1906
0,8,8,100,Bikita,Bikita East,Bikita RDC,27,Gunundwi Compound Hall,0400BKT2702
0,6,6,100,Bikita,Bikita East,Bikita RDC,27,Savuli Compound Hall,0400BKT2707
26,377,351,87,Chiredzi,Chiredzi East,Chiredzi RDC,6,Makosiya Primary School,1400CHR0603
17,264,247,87,Chiredzi,Chiredzi East,Chiredzi RDC,8,Chehondo Primary School,1400CHR0802
41,731,690,89,Chiredzi,Chiredzi East,Chiredzi RDC,9,Machindu Primary School,1400CHR0903
14,470,456,94,Chiredzi,Chiredzi East,Chiredzi RDC,22,Bilingwe Primary School Tent,1400CHR2202
4,77,73,90,Chiredzi,Chiredzi East,Chiredzi RDC,22,Chitezana Primary School,1400CHR2204
0,4,4,100,Chiredzi,Chiredzi East,Chiredzi RDC,22,Mabalauta Camp Shed,1400CHR2205
2,100,98,96,Chiredzi,Chiredzi North,Chiredzi RDC,1,Maporoma Pre-School,1400CHR0102
7,152,145,91,Chiredzi,Chiredzi North,Chiredzi RDC,1,Tagurana Pre-School,1400CHR0103
31,335,304,83,Chiredzi,Chiredzi North,Chiredzi RDC,2,Mutapurwa Primary School,1400CHR0202
8,135,127,88,Chiredzi,Chiredzi North,Chiredzi RDC,2,Ndari Pre-School,1400CHR0203
11,255,244,91,Chiredzi,Chiredzi North,Chiredzi RDC,16,Banga Primary School,1400CHR1601
21,512,491,92,Chiredzi,Chiredzi North,Chiredzi RDC,16,Basi Primary School,1400CHR1602
32,530,498,88,Chiredzi,Chiredzi North,Chiredzi RDC,16,Bhomba Primary School,1400CHR1603
16,671,655,95,Chiredzi,Chiredzi North,Chiredzi RDC,16,Chahoba Primary School,1400CHR1604
17,745,728,95,Chiredzi,Chiredzi North,Chiredzi RDC,16,Chipabwe Primary School,1400CHR1605
20,297,277,87,Chiredzi,Chiredzi North,Chiredzi RDC,16,Gwerima Primary School,1400CHR1606
25,275,250,83,Chiredzi,Chiredzi North,Chiredzi RDC,16,Mac Kushinga Primary School,1400CHR1607
19,306,287,88,Chiredzi,Chiredzi North,Chiredzi RDC,16,Magudu Ranch Tent,1400CHR1608
17,768,751,95,Chiredzi,Chiredzi North,Chiredzi RDC,16,Manhekwe Primary School,1400CHR1609
36,481,445,86,Chiredzi,Chiredzi North,Chiredzi RDC,16,Masimbiti Primary School A,1400CHR1610 A
39,472,433,84,Chiredzi,Chiredzi North,Chiredzi RDC,16,Masimbiti Primary School B,1400CHR1610 B
2,185,183,97,Chiredzi,Chiredzi North,Chiredzi RDC,16,Mawiro Primary School,1400CHR1611
11,420,409,94,Chiredzi,Chiredzi North,Chiredzi RDC,16,Tashinga Primary School,1400CHR1612
50,707,657,86,Chiredzi,Chiredzi North,Chiredzi RDC,16,Uswaushava Primary School,1400CHR1613
5,229,224,95,Chiredzi,Chiredzi North,Chiredzi RDC,16,Zvouronge Primary School,1400CHR1614
6,445,439,97,Chiredzi,Chiredzi North,Chiredzi RDC,17,Bangala Primary School A,1400CHR1701 A
4,461,457,98,Chiredzi,Chiredzi North,Chiredzi RDC,17,Bangala Primary School B,1400CHR1701 B
24,491,467,90,Chiredzi,Chiredzi North,Chiredzi RDC,17,Crown Ranch Secondary School,1400CHR1702
24,414,390,89,Chiredzi,Chiredzi North,Chiredzi RDC,17,Kushinga Primary School,1400CHR1703
22,581,559,92,Chiredzi,Chiredzi North,Chiredzi RDC,17,Mapfupaamuka Primary School,1400CHR1704
28,573,545,90,Chiredzi,Chiredzi North,Chiredzi RDC,17,Masimbaavanhu Primary School A,1400CHR1705 A
20,592,572,93,Chiredzi,Chiredzi North,Chiredzi RDC,17,Masimbaavanhu Primary School B,1400CHR1705 B
33,544,511,88,Chiredzi,Chiredzi North,Chiredzi RDC,17,Nyabongwe Primary School,1400CHR1706
19,514,495,92,Chiredzi,Chiredzi North,Chiredzi RDC,17,Romwe Primary School,1400CHR1707
29,477,448,88,Chiredzi,Chiredzi North,Chiredzi RDC,17,Samba Secondary School,1400CHR1708
15,249,234,88,Chiredzi,Chiredzi North,Chiredzi RDC,17,Tagarika Primary School,1400CHR1709
40,736,696,89,Chiredzi,Chiredzi North,Chiredzi RDC,17,Zvamagamba Secondary School,1400CHR1710
17,650,633,94,Chiredzi,Chiredzi North,Chiredzi RDC,20,Chikwirire Secondary School,1400CHR2001
24,826,802,94,Chiredzi,Chiredzi North,Chiredzi RDC,20,Judea A Primary School,1400CHR2003
5,352,347,97,Chiredzi,Chiredzi North,Chiredzi RDC,20,Judea B Primary School,1400CHR2004
29,589,560,90,Chiredzi,Chiredzi North,Chiredzi RDC,20,Ngwana Primary School,1400CHR2005
18,536,518,93,Chiredzi,Chiredzi North,Chiredzi RDC,20,Ruware Primary School A,1400CHR2006 A
10,546,536,96,Chiredzi,Chiredzi North,Chiredzi RDC,20,Ruware Primary School B,1400CHR2006 B
29,502,473,89,Chiredzi,Chiredzi North,Chiredzi RDC,20,Sebanani Primary School,1400CHR2007
30,472,442,88,Chiredzi,Chiredzi North,Chiredzi RDC,20,ZINWA Main Camp Hall A,1400CHR2008 A
24,473,449,90,Chiredzi,Chiredzi North,Chiredzi RDC,20,ZINWA Main Camp Hall B,1400CHR2008 B
41,512,471,85,Chiredzi,Chiredzi North,Chiredzi RDC,23,Nyangambe Secondary School,1400CHR2302
36,443,407,84,Chiredzi,Chiredzi North,Chiredzi RDC,23,Nyangambe Primary School,1400CHR2303
12,383,371,93,Chiredzi,Chiredzi North,Chiredzi RDC,24,Chegwite Primary School,1400CHR2401
7,360,353,96,Chiredzi,Chiredzi North,Chiredzi RDC,24,Chibepero Primary School,1400CHR2402
43,713,670,88,Chiredzi,Chiredzi North,Chiredzi RDC,24,Chigonono Primary School,1400CHR2403
23,463,440,90,Chiredzi,Chiredzi North,Chiredzi RDC,24,Gudo Primary School,1400CHR2404
28,530,502,89,Chiredzi,Chiredzi North,Chiredzi RDC,24,Jerezi Secondary School,1400CHR2406
6,389,383,96,Chiredzi,Chiredzi North,Chiredzi RDC,24,Levanga Mbaraidzo Primary School,1400CHR2407
19,518,499,92,Chiredzi,Chiredzi North,Chiredzi RDC,24,Manhenga Primary School,1400CHR2408
33,414,381,85,Chiredzi,Chiredzi North,Chiredzi RDC,24,Matedzi 'A' Primary School A,1400CHR2409 A
27,436,409,88,Chiredzi,Chiredzi North,Chiredzi RDC,24,Matedzi 'A' Primary School B,1400CHR2409 B
31,491,460,88,Chiredzi,Chiredzi North,Chiredzi RDC,24,Matedzi 'B' Primary School,1400CHR2410
47,492,445,82,Chiredzi,Chiredzi North,Chiredzi RDC,24,Mukazi Primary School B,1400CHR2411 B
3,191,188,96,Chiredzi,Chiredzi North,Chiredzi RDC,24,Sungubvi Primary School,1400CHR2413
10,434,424,95,Chiredzi,Chiredzi North,Chiredzi RDC,26,Mungwezi Primary School,1400CHR2601
38,798,760,90,Chiredzi,Chiredzi North,Chiredzi RDC,26,Takunda Primary School,1400CHR2602
46,443,397,81,Chiredzi,Chiredzi North,Chiredzi RDC,29,Kubatana Primary School,1400CHR2903
42,476,434,83,Chiredzi,Chiredzi North,Chiredzi RDC,32,Magumira Primary School,1400CHR3201
44,495,451,83,Chiredzi,Chiredzi North,Chiredzi RDC,32,Nyavasikana Primary School,1400CHR3205
15,258,243,89,Chiredzi,Chiredzi North,Chiredzi RDC,32,Shilo Farm Workshop Shed,1400CHR3206
15,233,218,87,Chiredzi,Chiredzi South,Chiredzi RDC,13,Chilugwi Primary School,1400CHR1301
3,122,119,95,Chiredzi,Chiredzi South,Chiredzi RDC,13,Dhafi Primary School,1400CHR1302
21,225,204,82,Chiredzi,Chiredzi South,Chiredzi RDC,13,Makhanani Primary School,1400CHR1304
19,336,317,89,Chiredzi,Chiredzi South,Chiredzi RDC,14,Bondela Primary School,1400CHR1401
6,98,92,88,Chiredzi,Chiredzi South,Chiredzi RDC,14,Puzani Primary School,1400CHR1405
1,27,26,92,Chiredzi,Chiredzi South,Chiredzi RDC,15,Chilotlela Primary School,1400CHR1502
5,81,76,88,Chiredzi,Chiredzi South,Chiredzi RDC,15,Mugiviza Primary School,1400CHR1507
21,642,621,93,Chiredzi,Chiredzi West,Chiredzi RDC,27,Mutilikwe Secondary School,1400CHR2702
40,589,549,87,Chiredzi,Chiredzi West,Chiredzi RDC,27,Section 64 Pre-School,1400CHR2704
63,722,659,83,Chiredzi,Chiredzi West,Chiredzi RDC,28,C. A. Gibbs Primary School,1400CHR2801
26,250,224,81,Chivi,Chivi Central,Chivi RDC,18,Vuranda Methodist Church,0400BKT2106
43,500,457,84,Chivi,Chivi South,Chivi RDC,26,Dimbiti Primary School,1200CHV2602
29,426,397,87,Chivi,Chivi South,Chivi RDC,29,Dzingirai Primary School,1200CHV2901
32,562,530,89,Chivi,Chivi South,Chivi RDC,29,Simudzirai Primary School,1200CHV2902
11,162,151,87,Gutu,Gutu North,Gutu RDC,3,Maketa Business Centre Tent,2700GTU0302
18,448,430,92,Gutu,Gutu West,Gutu RDC,1,Chikwiza Primary School,2700GTU0101
25,280,255,83,Gutu,Gutu West,Gutu RDC,1,Chipesa Primary School,2700GTU0103
62,681,619,83,Gutu,Gutu West,Gutu RDC,1,Chivake Primary School,2700GTU0105
15,205,190,86,Gutu,Gutu West,Gutu RDC,1,Guzuve Primary School,2700GTU0106
19,304,285,88,Gutu,Gutu West,Gutu RDC,1,Kaguvi Primary School,2700GTU0107
17,333,316,90,Gutu,Gutu West,Gutu RDC,1,Rusununguko Primary School,2700GTU0109
13,382,369,93,Gutu,Gutu West,Gutu RDC,1,Tashinga Primary School,2700GTU0112
53,616,563,84,Gutu,Gutu West,Gutu RDC,7,Mbamba Primary School,2700GTU0701
8,313,305,95,Gutu,Gutu West,Gutu RDC,7,Tariro Primary School,2700GTU0703
16,244,228,87,Gutu,Gutu West,Gutu RDC,7,Zvivingwi Primary School,2700GTU0705
24,291,267,84,Gutu,Gutu West,Gutu RDC,32,Badza Primary School,2700GTU3201
31,318,287,82,Masvingo,Masvingo North,Masvingo RDC,6,Dott Farm Primary School,2200MVO0603
10,347,337,94,Masvingo,Masvingo North,Masvingo RDC,8,Mara Range Farm Shed,2200MVO0803
28,402,374,86,Masvingo,Masvingo North,Masvingo RDC,8,Zvido Primary School,2200MVO0809
20,193,173,81,Masvingo,Masvingo North,Masvingo RDC,32,Beza Primary School,2200MVO3201
9,138,129,87,Masvingo,Masvingo South,Masvingo RDC,29,Zvourongwe Primary School,2200MVO2906
4,296,292,97,Masvingo,Masvingo South,Masvingo RDC,30,Beture Primary School,2200MVO3001
29,307,278,82,Mwenezi,Mwenezi East,Mwenezi RDC,13,Chatagwi Primary School,5400MWE1302
7,206,199,93,Mwenezi,Mwenezi East,Mwenezi RDC,13,Chemhara Primary School Tent,5400MWE1303
5,53,48,82,Mwenezi,Mwenezi East,Mwenezi RDC,13,Chikokoko Primary School,5400MWE1304
13,187,174,87,Mwenezi,Mwenezi East,Mwenezi RDC,13,Chimbi Primary School Tent,5400MWE1305
9,247,238,92,Mwenezi,Mwenezi East,Mwenezi RDC,13,Chiumburu Primary School,5400MWE1307
37,432,395,84,Mwenezi,Mwenezi East,Mwenezi RDC,13,Farai Primary School Tent,5400MWE1308
46,539,493,84,Mwenezi,Mwenezi East,Mwenezi RDC,13,Guramatunhu Primary School,5400MWE1309
10,174,164,89,Mwenezi,Mwenezi East,Mwenezi RDC,13,Humelelo Primary School,5400MWE1310
14,238,224,88,Mwenezi,Mwenezi East,Mwenezi RDC,13,J.B. Primary School Tent,5400MWE1311
3,154,151,96,Mwenezi,Mwenezi East,Mwenezi RDC,13,Machipisa Dip Tank Tent,5400MWE1312
1,68,67,97,Mwenezi,Mwenezi East,Mwenezi RDC,13,Makambi Farm House Tent,5400MWE1313
0,169,169,100,Mwenezi,Mwenezi East,Mwenezi RDC,13,Manyatera Dip Tank Tent,5400MWE1314
21,442,421,90,Mwenezi,Mwenezi East,Mwenezi RDC,13,Marirangwe Primary School,5400MWE1315
33,350,317,82,Mwenezi,Mwenezi East,Mwenezi RDC,13,Masangula Primary School,5400MWE1316
4,398,394,98,Mwenezi,Mwenezi East,Mwenezi RDC,13,Masapwe Primary School,5400MWE1317
48,552,504,84,Mwenezi,Mwenezi East,Mwenezi RDC,13,Masimba Primary School,5400MWE1318
6,264,258,95,Mwenezi,Mwenezi East,Mwenezi RDC,13,Mavambo Primary School Tent,5400MWE1319
23,563,540,92,Mwenezi,Mwenezi East,Mwenezi RDC,13,Mucheni Primary School,5400MWE1320
14,811,797,96,Mwenezi,Mwenezi East,Mwenezi RDC,13,Mukume Primary School,5400MWE1321
4,354,350,97,Mwenezi,Mwenezi East,Mwenezi RDC,13,Mulongwezi (Bjb) Tent,5400MWE1322
10,325,315,94,Mwenezi,Mwenezi East,Mwenezi RDC,13,Munhundishe Primary School,5400MWE1323
17,289,272,88,Mwenezi,Mwenezi East,Mwenezi RDC,13,Muzhanjire Primary School,5400MWE1325
6,292,286,95,Mwenezi,Mwenezi East,Mwenezi RDC,13,Negari Village Tent,5400MWE1326
18,235,217,85,Mwenezi,Mwenezi East,Mwenezi RDC,13,Pelandava Primary School Tent,5400MWE1328
13,234,221,89,Mwenezi,Mwenezi East,Mwenezi RDC,13,Rusaza Primary School,5400MWE1329
13,726,713,96,Mwenezi,Mwenezi East,Mwenezi RDC,13,Sagwari Secondary School,5400MWE1330
28,556,528,90,Mwenezi,Mwenezi East,Mwenezi RDC,13,Tagarika Primary School,5400MWE1331
33,601,568,89,Mwenezi,Mwenezi East,Mwenezi RDC,13,Vilivili Primary School,5400MWE1333
35,679,644,90,Mwenezi,Mwenezi West,Mwenezi RDC,8,Chemvana Primary School,5400MWE0801
4,338,334,97,Mwenezi,Mwenezi West,Mwenezi RDC,8,Hariyoumba Primary School,5400MWE0803
20,653,633,94,Mwenezi,Mwenezi West,Mwenezi RDC,8,Marinda Primary School,5400MWE0804
35,358,323,82,Mwenezi,Mwenezi West,Mwenezi RDC,9,Bangwe Primary School,5400MWE0901
20,467,447,91,Mwenezi,Mwenezi West,Mwenezi RDC,9,Chiwarure Primary School,5400MWE0902
15,261,246,89,Mwenezi,Mwenezi West,Mwenezi RDC,9,Furidzi Primary School,5400MWE0904
7,195,188,93,Mwenezi,Mwenezi West,Mwenezi RDC,9,Manyuchi Primary School,5400MWE0905
20,198,178,81,Mwenezi,Mwenezi West,Mwenezi RDC,10,Chirindi Primary School,5400MWE1001
20,250,230,85,Mwenezi,Mwenezi West,Mwenezi RDC,10,Mazetese Primary School,5400MWE1002
30,308,278,82,Mwenezi,Mwenezi West,Mwenezi RDC,10,Nsimbi Open Space Tent,5400MWE1004
34,361,327,82,Mwenezi,Mwenezi West,Mwenezi RDC,10,Tsungirirai Secondary School,5400MWE1006
20,444,424,91,Mwenezi,Mwenezi West,Mwenezi RDC,11,Chengwe Primary School,5400MWE1101
20,506,486,92,Mwenezi,Mwenezi West,Mwenezi RDC,11,Vongwe Business Centre Tent,5400MWE1103
19,722,703,94,Mwenezi,Mwenezi West,Mwenezi RDC,12,Boterere Primary School,5400MWE1201
27,696,669,92,Mwenezi,Mwenezi West,Mwenezi RDC,12,Shayamavhudzi Primary School,5400MWE1202
48,814,766,88,Mwenezi,Mwenezi West,Mwenezi RDC,14,Chinyu Primary School,5400MWE1401
23,735,712,93,Mwenezi,Mwenezi West,Mwenezi RDC,14,Gwamarara Primary School,5400MWE1403
15,221,206,87,Mwenezi,Mwenezi West,Mwenezi RDC,14,Mangondi Primary School,5400MWE1404
5,496,491,98,Mwenezi,Mwenezi West,Mwenezi RDC,14,Rinette Primary School,5400MWE1405
15,435,420,93,Mwenezi,Mwenezi West,Mwenezi RDC,14,Takura Primary School,5400MWE1406
9,423,414,95,Mwenezi,Mwenezi West,Mwenezi RDC,14,Zvomupungu Primary School,5400MWE1407
6,418,412,97,Mwenezi,Mwenezi West,Mwenezi RDC,15,Chagomoka Primary School,5400MWE1501
6,251,245,95,Mwenezi,Mwenezi West,Mwenezi RDC,15,Chisume Primary School,5400MWE1502
0,113,113,100,Mwenezi,Mwenezi West,Mwenezi RDC,15,Dembe Primary School Tent,5400MWE1503
5,408,403,97,Mwenezi,Mwenezi West,Mwenezi RDC,15,Mateke Primary School Tent,5400MWE1504
5,276,271,96,Mwenezi,Mwenezi West,Mwenezi RDC,15,Matenga Primary School Tent,5400MWE1505
9,382,373,95,Mwenezi,Mwenezi West,Mwenezi RDC,15,Sosonye 2 Tent,5400MWE1508
7,368,361,96,Mwenezi,Mwenezi West,Mwenezi RDC,15,Turf Primary School Tent,5400MWE1509
8,369,361,95,Mwenezi,Mwenezi West,Mwenezi RDC,15,Valley Primary School Tent,5400MWE1510
21,328,307,87,Mwenezi,Mwenezi West,Mwenezi RDC,15,Vezvi Primary School,5400MWE1511
10,587,577,96,Mwenezi,Mwenezi West,Mwenezi RDC,16,Bubi Primary School,5400MWE1601
16,663,647,95,Mwenezi,Mwenezi West,Mwenezi RDC,16,Chipangayi Primary School Tent,5400MWE1602
12,675,663,96,Mwenezi,Mwenezi West,Mwenezi RDC,16,Furumele Primary School,5400MWE1603
25,672,647,92,Mwenezi,Mwenezi West,Mwenezi RDC,16,Mafomoti Primary School,5400MWE1604
44,472,428,82,Mwenezi,Mwenezi West,Mwenezi RDC,16,Munyamani Primary School,5400MWE1605
13,507,494,95,Mwenezi,Mwenezi West,Mwenezi RDC,16,Sandidza Primary School,5400MWE1607
5,525,520,98,Mwenezi,Mwenezi West,Mwenezi RDC,16,Takadevhu Primary School,5400MWE1608
7,380,373,96,Mwenezi,Mwenezi West,Mwenezi RDC,16,Welkom Primary School,5400MWE1609
5,316,311,96,Mwenezi,Mwenezi West,Mwenezi RDC,17,Chamakudo Primary School,5400MWE1701
10,641,631,96,Mwenezi,Mwenezi West,Mwenezi RDC,17,Chavasikana Open Space Tent,5400MWE1702
20,689,669,94,Mwenezi,Mwenezi West,Mwenezi RDC,17,Choverere Primary School,5400MWE1703
12,324,312,92,Mwenezi,Mwenezi West,Mwenezi RDC,17,Dombodema Primary School,5400MWE1704
16,602,586,94,Mwenezi,Mwenezi West,Mwenezi RDC,17,Gadzika Primary School,5400MWE1705
3,555,552,98,Mwenezi,Mwenezi West,Mwenezi RDC,17,Madamwe Primary School,5400MWE1707
3,508,505,98,Mwenezi,Mwenezi West,Mwenezi RDC,17,Makugwe Primary School,5400MWE1708
16,435,419,92,Mwenezi,Mwenezi West,Mwenezi RDC,17,Mayezi Secondary School,5400MWE1709
12,534,522,95,Mwenezi,Mwenezi West,Mwenezi RDC,17,Muraba Primary School Tent,5400MWE1710
13,531,518,95,Mwenezi,Mwenezi West,Mwenezi RDC,17,Mvoko Primary School,5400MWE1711
6,397,391,97,Mwenezi,Mwenezi West,Mwenezi RDC,17,Peregwe Primary School,5400MWE1712
6,475,469,97,Mwenezi,Mwenezi West,Mwenezi RDC,17,Rushangarumwe Primary School,5400MWE1713
11,318,307,93,Mwenezi,Mwenezi West,Mwenezi RDC,17,Taula Primary School Tent,5400MWE1714
9,240,231,92,Zaka,Zaka West,Zaka RDC,29,Shumba Business Centre Tent,8300ZKA2904
34,500,466,87,Chikomba,Chikomba West  ,Chikomba RDC,7,Chigonero Primary School,1800CHIK0702
55,699,644,85,Chikomba,Chikomba West  ,Chikomba RDC,7,Kadungure Primary School,1800CHIK0704
23,311,288,86,Chikomba,Chikomba West  ,Chikomba RDC,7,Manhize Primary School,1800CHIK0706
45,458,413,82,Chikomba,Chikomba West  ,Chikomba RDC,7,Masarirambi Primary School,1800CHIK0707
29,385,356,85,Chikomba,Chikomba West  ,Chikomba RDC,7,Pasichigare Primary School,1800CHIK0708
24,318,294,85,Chikomba,Chikomba West  ,Chikomba RDC,8,Chigara Primary School,1800CHIK0802
16,182,166,83,Goromonzi,Goromonzi North,Goromonzi RDC,9,Saratoga Farm Tent,2500GZI0905
0,47,47,100,Goromonzi,Goromonzi North,Goromonzi RDC,13,Chinyika Farm Shed,2500GZI1302
16,174,158,83,Goromonzi,Goromonzi South ,Goromonzi RDC,17,Eton Farm Tent,2500GZI1702
22,339,317,87,Goromonzi,Goromonzi South ,Goromonzi RDC,17,Rochester Farm Tent,2500GZI1706
18,518,500,93,UMP,Maramba-Pfungwe ,Zvataida RDC,1,Chatseka Primary School,8500ZVA0101
8,229,221,93,UMP,Maramba-Pfungwe ,Zvataida RDC,1,Chatseka Turn Off Tent,8500ZVA0102
6,533,527,97,UMP,Maramba-Pfungwe ,Zvataida RDC,1,Dewe Primary School,8500ZVA0103
13,325,312,92,UMP,Maramba-Pfungwe ,Zvataida RDC,1,Masunzwa Primary School,8500ZVA0104
