Chamisa, Mnagagwa, Mnagagwa - Chamisa, % Mnagagwa - Chamisa, DISTRICT,CONSTITUENCY,LOCAL AUTHORITY,WARD NO.,POLLING STATION,STATION CODE
29,825,796,93,UMP,Maramba-Pfungwe ,Zvataida RDC,1,Nyanzou Primary School,8500ZVA0105
14,542,528,94,UMP,Maramba-Pfungwe ,Zvataida RDC,2,Gowe Business Centre Tent,8500ZVA0201
27,450,423,88,UMP,Maramba-Pfungwe ,Zvataida RDC,2,Kafura Primary School,8500ZVA0202 A
34,415,381,84,UMP,Maramba-Pfungwe ,Zvataida RDC,2,Kafura Primary School,8500ZVA0202 B
9,397,388,95,UMP,Maramba-Pfungwe ,Zvataida RDC,2,Kanzire Primary School,8500ZVA0203
7,406,399,96,UMP,Maramba-Pfungwe ,Zvataida RDC,2,Museka Primary School,8500ZVA0204
2,284,282,98,UMP,Maramba-Pfungwe ,Zvataida RDC,3,Chipawa Primary School,8500ZVA0301
2,191,189,97,UMP,Maramba-Pfungwe ,Zvataida RDC,3,Japachapa Pre-School,8500ZVA0303
18,459,441,92,UMP,Maramba-Pfungwe ,Zvataida RDC,3,Magudu Primary School,8500ZVA0304
8,313,305,95,UMP,Maramba-Pfungwe ,Zvataida RDC,3,Nyakarowa Primary School,8500ZVA0305
11,213,202,90,UMP,Maramba-Pfungwe ,Zvataida RDC,3,Nyakasoro DDF Camp Rest,8500ZVA0306
17,718,701,95,UMP,Maramba-Pfungwe ,Zvataida RDC,3,Patsika Primary School,8500ZVA0307
8,896,888,98,UMP,Maramba-Pfungwe ,Zvataida RDC,4,Chitorangavi Primary School,8500ZVA0401
25,595,570,91,UMP,Maramba-Pfungwe ,Zvataida RDC,4,Chipokoteke Primary School,8500ZVA0402
33,567,534,89,UMP,Maramba-Pfungwe ,Zvataida RDC,4,Chitsungo Primary School,8500ZVA0403
21,642,621,93,UMP,Maramba-Pfungwe ,Zvataida RDC,4,Dindi Secondary School,8500ZVA0404 A
19,636,617,94,UMP,Maramba-Pfungwe ,Zvataida RDC,4,Dindi Secondary School,8500ZVA0404 B
17,858,841,96,UMP,Maramba-Pfungwe ,Zvataida RDC,4,Mungari Primary School,8500ZVA0405
9,667,658,97,UMP,Maramba-Pfungwe ,Zvataida RDC,4,Mupata Business Centre Tent,8500ZVA0406
6,437,431,97,UMP,Maramba-Pfungwe ,Zvataida RDC,5,Kakonde Primary School,8500ZVA0501
17,444,427,92,UMP,Maramba-Pfungwe ,Zvataida RDC,5,Sowa Community Hall,8500ZVA0502 B
13,637,624,96,UMP,Maramba-Pfungwe ,Zvataida RDC,5,Sowa Primary School,8500ZVA0503
52,502,450,81,UMP,Maramba-Pfungwe ,Zvataida RDC,6,Chinhanga Primary School,8500ZVA0601
35,658,623,89,UMP,Maramba-Pfungwe ,Zvataida RDC,6,Saparanyambuya Primary School,8500ZVA0603
6,654,648,98,UMP,Maramba-Pfungwe ,Zvataida RDC,6,Shamba Dip Tank Tent,8500ZVA0604
13,511,498,95,UMP,Maramba-Pfungwe ,Zvataida RDC,7,Barahwe Primary School,8500ZVA0701
0,312,312,100,UMP,Maramba-Pfungwe ,Zvataida RDC,7,Chiwore Primary School,8500ZVA0702
10,360,350,94,UMP,Maramba-Pfungwe ,Zvataida RDC,7,Nyagande Primary School,8500ZVA0703
1,204,203,99,UMP,Maramba-Pfungwe ,Zvataida RDC,7,Nyaguwe Bridge Tent,8500ZVA0704
20,211,191,82,UMP,Maramba-Pfungwe ,Zvataida RDC,7,Shamva Turn Off Tent,8500ZVA0705
35,828,793,91,UMP,Maramba-Pfungwe ,Zvataida RDC,16,Borera Primary School,8500ZVA1601
34,766,732,91,UMP,Maramba-Pfungwe ,Zvataida RDC,16,Guyu Primary School,8500ZVA1602
4,502,498,98,UMP,Maramba-Pfungwe ,Zvataida RDC,16,Halgate Business Centre Tent,8500ZVA1603
1,360,359,99,UMP,Maramba-Pfungwe ,Zvataida RDC,16,Kanjanda Business Centre Tent,8500ZVA1604
12,373,361,93,UMP,Maramba-Pfungwe ,Zvataida RDC,16,Kodogo Business Centre Tent,8500ZVA1605
40,488,448,84,UMP,Maramba-Pfungwe ,Zvataida RDC,17,Bangari Turn Off Tent,8500ZVA1702
0,221,221,100,UMP,Maramba-Pfungwe ,Zvataida RDC,17,Garura Village Pre-School,8500ZVA1703
15,544,529,94,UMP,Maramba-Pfungwe ,Zvataida RDC,17,Kutsokodeka Primary School,8500ZVA1704
6,284,278,95,UMP,Maramba-Pfungwe ,Zvataida RDC,17,Mangere Village Pre-School,8500ZVA1705
2,160,158,97,UMP,Maramba-Pfungwe ,Zvataida RDC,17,Marize Turn Off Tent,8500ZVA1706
8,134,126,88,UMP,Maramba-Pfungwe ,Zvataida RDC,17,Matoranhembe Primary School,8500ZVA1707
10,461,451,95,UMP,Uzumba ,Zvataida RDC,8,Chimhodzi Primary School,8500ZVA0801
44,743,699,88,UMP,Uzumba ,Zvataida RDC,8,Chipfunde Primary School,8500ZVA0802
0,448,448,100,UMP,Uzumba ,Zvataida RDC,8,Gore Village Tent,8500ZVA0804
62,758,696,84,UMP,Uzumba ,Zvataida RDC,8,Marowe Primary School,8500ZVA0805
25,706,681,93,UMP,Uzumba ,Zvataida RDC,8,Simbi Business Centre Tent,8500ZVA0806
67,787,720,84,UMP,Uzumba ,Zvataida RDC,9,Chikuhwa Primary School,8500ZVA0901
43,741,698,89,UMP,Uzumba ,Zvataida RDC,9,Chishayamabvudzi ECD,8500ZVA0902
39,701,662,89,UMP,Uzumba ,Zvataida RDC,9,Nyashonjwa Primary School,8500ZVA0904
38,750,712,90,UMP,Uzumba ,Zvataida RDC,10,Chidodo Primary School,8500ZVA1001
18,646,628,94,UMP,Uzumba ,Zvataida RDC,10,Chidodo Secondary School,8500ZVA1002
27,461,434,88,UMP,Uzumba ,Zvataida RDC,10,Manyika Business Centre Tent,8500ZVA1003
14,330,316,91,UMP,Uzumba ,Zvataida RDC,10,Manyika Dip Tank Tent,8500ZVA1004
25,512,487,90,UMP,Uzumba ,Zvataida RDC,11,Chure Business Centre Tent,8500ZVA1101
17,471,454,93,UMP,Uzumba ,Zvataida RDC,11,Gadaga Primary School,8500ZVA1102
11,213,202,90,UMP,Uzumba ,Zvataida RDC,11,Kachombo Business Centre Tent,8500ZVA1103
3,274,271,97,UMP,Uzumba ,Zvataida RDC,11,Matuku ECD,8500ZVA1104
6,680,674,98,UMP,Uzumba ,Zvataida RDC,11,Nyaruchera Pre-School,8500ZVA1105
35,658,623,89,UMP,Uzumba ,Zvataida RDC,11,Rudawiro Secondary School,8500ZVA1106
12,183,171,87,UMP,Uzumba ,Zvataida RDC,12,Denje Business Centre Tent,8500ZVA1201
35,382,347,83,UMP,Uzumba ,Zvataida RDC,13,Chaitezvi Business Centre Tent,8500ZVA1301
6,185,179,93,UMP,Uzumba ,Zvataida RDC,13,Chimuka Pre-School,8500ZVA1302
52,637,585,84,UMP,Uzumba ,Zvataida RDC,13,Kangara Mapfeka Business Centre Tent,8500ZVA1303
34,326,292,81,UMP,Uzumba ,Zvataida RDC,13,Katsande Business Centre Tent,8500ZVA1304
44,483,439,83,UMP,Uzumba ,Zvataida RDC,13,Matsenga Primary School,8500ZVA1306
22,314,292,86,UMP,Uzumba ,Zvataida RDC,14,Mayema Primary School,8500ZVA1403
11,223,212,90,UMP,Uzumba ,Zvataida RDC,15,Machanzi Business Centre Tent,8500ZVA1504
43,441,398,82,UMP,Uzumba ,Zvataida RDC,15,Mutemaringa Business Centre Tent,8500ZVA1507
13,250,237,90,Marondera,Marondera East  ,Marondera RDC,1,Bothas Rust Farm Tent,4300MAR0102
0,37,37,100,Marondera,Marondera East  ,Marondera RDC,1,Chinwiri Farm Tent,4300MAR0103
16,237,221,87,Marondera,Marondera East  ,Marondera RDC,1,Grandchase Primary School,4300MAR0106
34,364,330,82,Marondera,Marondera East  ,Marondera RDC,2,Essexedale Farm Tent,4300MAR0203
21,249,228,84,Marondera,Marondera East  ,Marondera RDC,3,Mutukwa Secondary School,4300MAR0302
47,593,546,85,Marondera,Marondera East  ,Marondera RDC,3,Dombi Secondary School,4300MAR0303
43,507,464,84,Marondera,Marondera East  ,Marondera RDC,3,Nyamutora Primary School,4300MAR0304
29,323,294,83,Marondera,Marondera East  ,Marondera RDC,3,Suffolk Farm Tent,4300MAR0306
38,426,388,83,Marondera,Marondera East  ,Marondera RDC,6,Tranquility Farm Tent,4300MAR0608
43,569,526,85,Marondera,Marondera East  ,Marondera RDC,7,Chipesa Primary School,4300MAR0701
33,414,381,85,Marondera,Marondera East  ,Marondera RDC,23,Ruwari Ranch Tent,4300MAR2306
29,342,313,84,Mudzi,Mudzi North  ,Mudzi RDC,2,Chori Pre-School,4900MDZ0202
33,418,385,85,Mudzi,Mudzi North  ,Mudzi RDC,2,Vhombozi Primary School,4900MDZ0208
23,235,212,82,Mudzi,Mudzi North  ,Mudzi RDC,2,Vhombozi Turn Off Tent,4900MDZ0209
23,421,398,89,Mudzi,Mudzi North  ,Mudzi RDC,3,Chimukoko Business Centre Chief's Hall,4900MDZ0301
40,646,606,88,Mudzi,Mudzi North  ,Mudzi RDC,3,Chimukoko Primary School,4900MDZ0302
26,343,317,85,Mudzi,Mudzi North  ,Mudzi RDC,3,Jumbe Primary School,4900MDZ0303
23,450,427,90,Mudzi,Mudzi North  ,Mudzi RDC,3,Kudzwe Primary School,4900MDZ0304
47,739,692,88,Mudzi,Mudzi North  ,Mudzi RDC,3,Nyamanyora Primary School,4900MDZ0305
31,393,362,85,Mudzi,Mudzi North  ,Mudzi RDC,3,Rukonde Primary School,4900MDZ0306
10,182,172,89,Mudzi,Mudzi North  ,Mudzi RDC,9,Kondo Turn Off Tent,4900MDZ0902
34,512,478,87,Mudzi,Mudzi North  ,Mudzi RDC,9,Nyamhondoro Primary School,4900MDZ0904 A
43,510,467,84,Mudzi,Mudzi North  ,Mudzi RDC,9,Nyamhondoro Primary School,4900MDZ0904 B
19,396,377,90,Mudzi,Mudzi North  ,Mudzi RDC,17,Nyahuku Tuckshop Tent,4900MDZ1703
16,344,328,91,Mudzi,Mudzi North  ,Mudzi RDC,17,St Pius Primary School,4900MDZ1705
27,275,248,82,Mudzi,Mudzi South  ,Mudzi RDC,13,Makosa Pre-School,4900MDZ1304
14,546,532,95,Mudzi,Mudzi South  ,Mudzi RDC,14,Banze Primary School,4900MDZ1401
35,417,382,84,Mudzi,Mudzi South  ,Mudzi RDC,14,Mutondo Business Centre Tent,4900MDZ1403 A
17,396,379,91,Mudzi,Mudzi South  ,Mudzi RDC,14,Nyasanhi Pre-School,4900MDZ1404
16,522,506,94,Mudzi,Mudzi South  ,Mudzi RDC,14,Nyarutepo Primary School,4900MDZ1405 A
14,532,518,94,Mudzi,Mudzi South  ,Mudzi RDC,14,Nyarutepo Primary School,4900MDZ1405 B
25,641,616,92,Mudzi,Mudzi South  ,Mudzi RDC,14,Rwamba Primary School,4900MDZ1406 A
32,608,576,90,Mudzi,Mudzi South  ,Mudzi RDC,14,Rwamba Primary School,4900MDZ1406 B
48,515,467,82,Mudzi,Mudzi South  ,Mudzi RDC,15,Chikwizo Primary School,4900MDZ1501 A
45,529,484,84,Mudzi,Mudzi South  ,Mudzi RDC,15,Chikwizo Primary School,4900MDZ1501 B
64,636,572,81,Mudzi,Mudzi South  ,Mudzi RDC,15,Mupfuti Business Centre Tent,4900MDZ1503
4,41,37,82,Mudzi,Mudzi South  ,Mudzi RDC,15,Nyakatewetewe Tent,4900MDZ1504
60,637,577,82,Mudzi,Mudzi South  ,Mudzi RDC,15,Nyamande Primary School,4900MDZ1505 A
58,651,593,83,Mudzi,Mudzi South  ,Mudzi RDC,15,Nyamande Primary School,4900MDZ1505 B
33,717,684,91,Mudzi,Mudzi South  ,Mudzi RDC,16,Chitungwira Pre-School,4900MDZ1601
25,437,412,89,Mudzi,Mudzi South  ,Mudzi RDC,16,Gozi Primary School,4900MDZ1602 A
28,425,397,87,Mudzi,Mudzi South  ,Mudzi RDC,16,Gozi Primary School,4900MDZ1602 B
9,126,117,86,Mudzi,Mudzi South  ,Mudzi RDC,16,Nyamusanzara Business Centre Tent,4900MDZ1605
19,229,210,84,Mudzi,Mudzi South  ,Mudzi RDC,16,Nyamhasa Grinding Mill Tent,4900MDZ1606
47,465,418,81,Mudzi,Mudzi South  ,Mudzi RDC,18,Mavhurazi Primary School,4900MDZ1802
37,441,404,84,Mudzi,Mudzi South  ,Mudzi RDC,18,Mavhurazi Nyamatawa Turn Off Tent,4900MDZ1803
25,279,254,83,Mudzi,Mudzi South  ,Mudzi RDC,18,Nhunzvi Borehole Tent,4900MDZ1804
31,558,527,89,Mudzi,Mudzi West  ,Mudzi RDC,4,Chimango Primary School,4900MDZ0401 A
34,577,543,88,Mudzi,Mudzi West  ,Mudzi RDC,4,Chimango Primary School,4900MDZ0401 B
18,521,503,93,Mudzi,Mudzi West  ,Mudzi RDC,4,Chisvo Primary School,4900MDZ0402
11,463,452,95,Mudzi,Mudzi West  ,Mudzi RDC,4,DDF Rest Camp,4900MDZ0403
9,314,305,94,Mudzi,Mudzi West  ,Mudzi RDC,4,Kasiyo Primary School,4900MDZ0404
21,384,363,89,Mudzi,Mudzi West  ,Mudzi RDC,4,Shinga Primary School,4900MDZ0405
25,767,742,93,Mudzi,Mudzi West  ,Mudzi RDC,4,Tsakare Primary School,4900MDZ0406
5,244,239,95,Mudzi,Mudzi West  ,Mudzi RDC,5,Benson Mine Business Centre Tent,4900MDZ0501
9,266,257,93,Mudzi,Mudzi West  ,Mudzi RDC,5,Chindoko Primary School,4900MDZ0502
23,431,408,89,Mudzi,Mudzi West  ,Mudzi RDC,5,Chipfuti Primary School,4900MDZ0503
41,464,423,83,Mudzi,Mudzi West  ,Mudzi RDC,5,Chiunye Primary School,4900MDZ0504
34,494,460,87,Mudzi,Mudzi West  ,Mudzi RDC,5,Kamusori Primary School,4900MDZ0505
6,306,300,96,Mudzi,Mudzi West  ,Mudzi RDC,5,Nyadire Bridge Tent,4900MDZ0506
10,229,219,91,Mudzi,Mudzi West  ,Mudzi RDC,5,Nyapfunde Primary School,4900MDZ0507
20,431,411,91,Mudzi,Mudzi West  ,Mudzi RDC,6,Chingururu Business Centre Tent,4900MDZ0601
47,786,739,88,Mudzi,Mudzi West  ,Mudzi RDC,6,Masenda Primary School,4900MDZ0602
11,475,464,95,Mudzi,Mudzi West  ,Mudzi RDC,6,Mutohwe Orphanage Centre,4900MDZ0603
57,572,515,81,Mudzi,Mudzi West  ,Mudzi RDC,6,Nyamukoho Primary School,4900MDZ0604
27,564,537,90,Mudzi,Mudzi West  ,Mudzi RDC,7,Chitambazi Primary School,4900MDZ0702
23,515,492,91,Mudzi,Mudzi West  ,Mudzi RDC,7,Majapani Business Centre Tent,4900MDZ0705
50,533,483,82,Murewa,Murewa North,Murewa RDC,1,Guzha Primary School,4700MRE0101
42,513,471,84,Murewa,Murewa North,Murewa RDC,2,Matenha Pre-School,4700MRE0203
61,757,696,85,Murewa,Murewa South,Murewa RDC,22,Barrymore Primary School,4700MRE2201
36,551,515,87,Murewa,Murewa South,Murewa RDC,22,Chilinda Primary School,4700MRE2202
42,792,750,89,Murewa,Murewa South,Murewa RDC,22,Dzete Secondary School,4700MRE2204
7,292,285,95,Murewa,Murewa South,Murewa RDC,22,Highover Farm Tent,4700MRE2205
26,849,823,94,Murewa,Murewa South,Murewa RDC,22,Nyagadzi Primary School,4700MRE2206
25,351,326,86,Murewa,Murewa South,Murewa RDC,22,River Valley Primary School,4700MRE2207
35,421,386,84,Murewa,Murewa South,Murewa RDC,22,Salama Sheds,4700MRE2209
17,485,468,93,Murewa,Murewa South,Murewa RDC,22,Vanguard Farmhouse Tent,4700MRE2210
26,394,368,87,Murewa,Murewa South,Murewa RDC,23,Howgate Farmhouse Tent,4700MRE2303
27,303,276,83,Murewa,Murewa South,Murewa RDC,23,Takunda Primary School,4700MRE2304
39,387,348,81,Murewa,Murewa South,Murewa RDC,23,Welcome Home Clinic,4700MRE2307
37,437,400,84,Murewa,Murewa South,Murewa RDC,24,Craiglea Primary School,4700MRE2401 A
25,252,227,81,Murewa,Murewa South,Murewa RDC,24,Mushawatu Primary School,4700MRE2404
41,505,464,84,Murewa,Murewa South,Murewa RDC,24,Nyamita Primary School,4700MRE2405 A
34,497,463,87,Murewa,Murewa South,Murewa RDC,24,Nyamita Primary School,4700MRE2405 B
36,418,382,84,Murewa,Murewa South,Murewa RDC,24,St Columbus Primary School,4700MRE2406 A
10,129,119,85,Murewa,Murewa West,Murewa RDC,15,Kazviyo Business Centre Tent,4700MRE1503
25,422,397,88,Mutoko,Mutoko East,Mutoko RDC,9,Mbudzi Business Centre Tent,4800MTK0902
24,283,259,84,Mutoko,Mutoko East,Mutoko RDC,14,DDF camp Rest,4800MTK1402
24,368,344,87,Mutoko,Mutoko East,Mutoko RDC,14,Dombo Business Centre Tent,4800MTK1403
15,326,311,91,Mutoko,Mutoko East,Mutoko RDC,15,Chapanduka Business Centre Tent,4800MTK1501
42,576,534,86,Mutoko,Mutoko East,Mutoko RDC,15,Chikukwa Primary School,4800MTK1502
28,623,595,91,Mutoko,Mutoko East,Mutoko RDC,18,Chisambiro Primary School,4800MTK1803
6,218,212,94,Mutoko,Mutoko East,Mutoko RDC,18,Kangoza Business Centre Tent,4800MTK1805
40,531,491,85,Mutoko,Mutoko East,Mutoko RDC,18,Mapona Business Centre Tent,4800MTK1806
7,267,260,94,Mutoko,Mutoko East,Mutoko RDC,18,Mutunhike Village Tent,4800MTK1807
29,413,384,86,Mutoko,Mutoko East,Mutoko RDC,19,Chibeta Primary School,4800MTK1901
33,515,482,87,Mutoko,Mutoko East,Mutoko RDC,19,Domborinenhiwi Primary School,4800MTK1903
3,383,380,98,Mutoko,Mutoko East,Mutoko RDC,19,Hudya Primary School,4800MTK1904
43,554,511,85,Mutoko,Mutoko East,Mutoko RDC,19,Makora Primary School,4800MTK1905
5,111,106,91,Mutoko,Mutoko East,Mutoko RDC,19,Muhomba Village Tent,4800MTK1906
5,183,178,94,Mutoko,Mutoko East,Mutoko RDC,19,Musapawenyanza Tent,4800MTK1907
4,334,330,97,Mutoko,Mutoko North,Mutoko RDC,1,Chireka Pre-School,4800MTK0101
6,244,238,95,Mutoko,Mutoko North,Mutoko RDC,1,Mabiko Pre-School,4800MTK0104
15,190,175,85,Mutoko,Mutoko North,Mutoko RDC,1,Rukwenjere Business Centre Tent,4800MTK0106
50,624,574,85,Mutoko,Mutoko North,Mutoko RDC,2,Chindenga Primary School,4800MTK0201
31,371,340,84,Mutoko,Mutoko North,Mutoko RDC,2,Chinogurei Business Centre Tent,4800MTK0202
8,292,284,94,Mutoko,Mutoko North,Mutoko RDC,2,Chirindi Primary School,4800MTK0203
23,522,499,91,Mutoko,Mutoko North,Mutoko RDC,2,Gwariwa Primary School,4800MTK0204
41,666,625,88,Mutoko,Mutoko North,Mutoko RDC,2,Makokoro Business Centre Tent,4800MTK0205
21,238,217,83,Mutoko,Mutoko North,Mutoko RDC,3,Mungongoma Business Centre Tent,4800MTK0303
25,260,235,82,Mutoko,Mutoko North,Mutoko RDC,4,Kuwirirana Pre-School,4800MTK0403
13,193,180,87,Mutoko,Mutoko North,Mutoko RDC,4,Madimutsa Secondary School,4800MTK0405
7,78,71,83,Mutoko,Mutoko North,Mutoko RDC,5,Mvundura Business Centre Tent,4800MTK0504
2,70,68,94,Mutoko,Mutoko South,Mutoko RDC,23,Katehwe Village Tent,4800MTK2303
7,80,73,83,Mutoko,Mutoko South,Mutoko RDC,24,Dhuku Dam Primary School,4800MTK2401
12,116,104,81,Mutoko,Mutoko South,Mutoko RDC,25,Charumbira village Tent,4800MTK2501
33,420,387,85,Mutoko,Mutoko South,Mutoko RDC,25,Chimurenga Primary School,4800MTK2502 A
27,425,398,88,Mutoko,Mutoko South,Mutoko RDC,25,Chimurenga Primary School,4800MTK2502 B
30,707,677,91,Mutoko,Mutoko South,Mutoko RDC,25,Ganyambadze Primary School,4800MTK2503
38,504,466,85,Mutoko,Mutoko South,Mutoko RDC,25,Nyahurunguhwe Primary School,4800MTK2505
29,831,802,93,Mutoko,Mutoko South,Mutoko RDC,25,Zvidozvevanhu Primary School,4800MTK2508
13,248,235,90,Mutoko,Mutoko South,Mutoko RDC,26,Ronchester Tent,4800MTK2606
18,253,235,86,Mutoko,Mutoko South,Mutoko RDC,27,Chidowe Primary School,4800MTK2702
14,277,263,90,Mutoko,Mutoko South,Mutoko RDC,27,Hari Business Centre Tent,4800MTK2703
29,284,255,81,Mutoko,Mutoko South,Mutoko RDC,27,Mazarura Farm Tent,4800MTK2704
16,525,509,94,Mutoko,Mutoko South,Mutoko RDC,27,Nyagore Primary School,4800MTK2706
30,506,476,88,Mutoko,Mutoko South,Mutoko RDC,27,Nyamakosi Farm Tent,4800MTK2707
38,500,462,85,Mutoko,Mutoko South,Mutoko RDC,27,Parirenyatwa Primary School,4800MTK2708
38,602,564,88,Mutoko,Mutoko South,Mutoko RDC,28,Chikara Primary School,4800MTK2801
32,556,524,89,Mutoko,Mutoko South,Mutoko RDC,28,Chinyika Primary School,4800MTK2802
31,401,370,85,Mutoko,Mutoko South,Mutoko RDC,28,Nyadzonya Primary School,4800MTK2803
34,375,341,83,Mutoko,Mutoko South,Mutoko RDC,29,Dombodzvipa Primary School,4800MTK2901
23,286,263,85,Mutoko,Mutoko South,Mutoko RDC,29,Hurumutumbu Primary School,4800MTK2902
17,293,276,89,Mutoko,Mutoko South,Mutoko RDC,29,Kwaedza Primary School,4800MTK2903
20,312,292,87,Mutoko,Mutoko South,Mutoko RDC,29,Lucky Dip Business Centre Tent,4800MTK2904
44,455,411,82,Mutoko,Mutoko South,Mutoko RDC,29,Nyarushipe Primary School,4800MTK2906
26,325,299,85,Mutoko,Mutoko South,Mutoko RDC,29,Ruvimbo Primary School,4800MTK2908
12,229,217,90,Mutoko,Mutoko South,Mutoko RDC,29,Tongogara Primary School,4800MTK2909
8,395,387,96,Mutoko,Mutoko South,Mutoko RDC,29,Village 90 Tent,4800MTK2911
13,189,176,87,Wedza,Wedza North  ,Marondera RDC,5,Dourne Estate Tent,4300MAR0501
20,268,248,86,Wedza,Wedza North  ,Marondera RDC,8,Chop Chop Business Centre Tent,4300MAR0803
12,186,174,87,Wedza,Wedza North  ,Marondera RDC,8,Mt Authur Primary School,4300MAR0805
15,152,137,82,Wedza,Wedza North  ,Marondera RDC,8,Rujeko Primary School,4300MAR0806
18,200,182,83,Wedza,Wedza North  ,Wedza RDC,1,Cloutsham Primary School,8000WED0103
47,487,440,82,Wedza,Wedza North  ,Wedza RDC,2,Fels Primary School,8000WED0204
34,445,411,85,Wedza,Wedza North  ,Wedza RDC,2,Nelson Primary School,8000WED0205
19,279,260,87,Wedza,Wedza North  ,Wedza RDC,2,Scorror Tent,8000WED0207
30,388,358,85,Wedza,Wedza North  ,Wedza RDC,3,Dendende Farm House Tent,8000WED0301
10,348,338,94,Wedza,Wedza North  ,Wedza RDC,4,Bita Primary School,8000WED0401
13,162,149,85,Chimanimani,Chimanimani East,Chimanimani RDC,1,Nyambeya 2 Primary School,4400CHM0103
20,230,210,84,Chimanimani,Chimanimani East,Chimanimani RDC,1,Nyembeya Estate Tent,4400CHM0104
3,110,107,94,Chimanimani,Chimanimani East,Chimanimani RDC,1,Ruwedza Primary School,4400CHM0105
1,54,53,96,Chimanimani,Chimanimani East,Chimanimani RDC,1,Tandai Estate Tent,4400CHM0107
44,422,378,81,Chimanimani,Chimanimani East,Chimanimani RDC,1,Thabanchu Primary School,4400CHM0108
28,366,338,85,Chimanimani,Chimanimani East,Chimanimani RDC,7,Quaggas Farm House,4400CHM0706
6,141,135,91,Chimanimani,Chimanimani East,Chimanimani RDC,11,Hangani Primary School,4400CHM1102
3,182,179,96,Chimanimani,Chimanimani East,Chimanimani RDC,11,Jantia Farm House Tent,4400CHM1104
50,536,486,82,Chimanimani,Chimanimani East,Chimanimani RDC,12,Charleswood Primary School,4400CHM1201
12,132,120,83,Chimanimani,Chimanimani East,Chimanimani RDC,12,Broki Tent,4400CHM1206
10,337,327,94,Chimanimani,Chimanimani East,Chimanimani RDC,14,Thornton Primary School,4400CHM1403
36,402,366,83,Chipinge,Chipinge Central,Chipinge RDC,7,Wedgehill Farm Shed,1300CPG0703
24,414,390,89,Chipinge,Chipinge Central,Chipinge RDC,8,Mugiyo (Vermont A & B) Primary School,1300CPG0802
21,243,222,84,Chipinge,Chipinge Central,Chipinge RDC,10,DinglyDell Creche Tent,1300CPG1003
23,534,511,91,Makoni,Makoni South,Makoni RDC,31,Village 13 Tent,4200MKI3104
11,116,105,82,Mutasa,Mutasa North,Mutasa RDC,2,Chipote Resettlement Tent,5000MTS0202
54,549,495,82,Mutare,Mutare West,Mutare RDC,16,St Noah Primary School A,7500MTR1606 A
47,579,532,84,Mutare,Mutare West,Mutare RDC,16,St Noah Primary School B,7500MTR1606 B
35,2,-33,-89,Harare,Budiriro,Harare Municipality,43,Open Space Lake Chivero Tent,6301HRE4311
28,314,286,83,Chegutu,Chegutu East,Chegutu RDC,12,Homedale Clinic Tent,3200CHE1202
42,491,449,84,Chegutu,Chegutu East,Chegutu RDC,12,Lothian Farm House,3200CHE1204
13,209,196,88,Chegutu,Chegutu East,Chegutu RDC,12,Masden Farm House,3200CHE1205
32,410,378,85,Chegutu,Chegutu East,Chegutu RDC,22,Danangwe Primary School,3200CHE2203
14,210,196,87,Chegutu,Chegutu East,Chegutu RDC,22,Garamwe Primary School,3200CHE2205
26,349,323,86,Chegutu,Chegutu East,Chegutu RDC,22,Ijapo Primary School,3200CHE2206
152,0,-152,-100,Chegutu,Chegutu West,Chegutu Municipality,12,Proposed Primary school Site (Stand 29326 Tent,3201CHM1205
31,378,347,84,Hurungwe,Hurungwe Central,Hurungwe RDC,1,Helywn Primary School,3800HUR0101
21,311,290,87,Hurungwe,Hurungwe Central,Hurungwe RDC,1,Mahuti Farm House,3800HUR0103
47,491,444,82,Hurungwe,Hurungwe Central,Hurungwe RDC,1,Songalalo Primary School,3800HUR0110
17,172,155,82,Hurungwe,Hurungwe Central,Hurungwe RDC,5,Iddlewood Farm House,3800HUR0503
10,157,147,88,Hurungwe,Hurungwe Central,Hurungwe RDC,5,Maunga Farm House,3800HUR0505
37,580,543,88,Hurungwe,Hurungwe Central,Hurungwe RDC,5,Rufaro Farm Tent,3800HUR0507
35,731,696,90,Hurungwe,Hurungwe Central,Hurungwe RDC,18,Dixie Primary School,3800HUR1802
19,312,293,88,Hurungwe,Hurungwe Central,Hurungwe RDC,18,Lanlory Primary School,3800HUR1805
10,208,198,90,Hurungwe,Hurungwe Central,Hurungwe RDC,18,Laughing Hills Farm House,3800HUR1806
36,429,393,84,Hurungwe,Hurungwe Central,Hurungwe RDC,18,Mukuyu Primary School,3800HUR1807
31,419,388,86,Hurungwe,Hurungwe Central,Hurungwe RDC,18,Tavoy Primary School,3800HUR1808
11,328,317,93,Hurungwe,Hurungwe Central,Hurungwe RDC,18,Trokiadza Farm House,3800HUR1809
4,342,338,97,Hurungwe,Hurungwe Central,Hurungwe RDC,18,Yawanda Farm House,3800HUR1810
13,174,161,86,Hurungwe,Hurungwe East,Hurungwe RDC,2,Dentaow Farm House,3800HUR0202
22,483,461,91,Hurungwe,Hurungwe East,Hurungwe RDC,2,Ian Penny/Kemasimbi Settlement Farm,3800HUR0203
59,595,536,81,Hurungwe,Hurungwe East,Hurungwe RDC,2,Masikati Primary School,3800HUR0204
24,295,271,84,Hurungwe,Hurungwe East,Hurungwe RDC,2,Pollux Estate Farm House,3800HUR0207
19,265,246,86,Hurungwe,Hurungwe East,Hurungwe RDC,2,Rhodes Farm House,3800HUR0208
